id;name;price;has_availability;availability_365;property_type
18150744;Elegant Modern 2 BDR at the heart of Madrid;121;1;197;Entire apartment
18151509;Apartamento Vallecas Nueva Numancia con Wifi;15;1;0;Private room in house
18152139;Apartamento de diseño en pleno centro de Madrid;120;1;364;Entire apartment
18152166;OPERA Premium House (4BR 3BT);404;1;2;Entire apartment
18154095;Flamingo Madrid Apartment;132;1;155;Entire apartment
18155070;Charming Apartment. WIFI. A/C. 2´Metro;50;1;234;Entire apartment
18157287;Apartamento precioso en el centro :);69;1;0;Entire apartment
18157839;HABITACION AMPLIA CON TERRAZA/NUEVA NUMANCIA, wifi;10;1;274;Private room in house
18157874;Pequeña habitacion CASA VEGETARIANA (35min de Sol);18;1;74;Private room in apartment
18164030;Madrid without noise or pollution. GQ22 1º;66;1;88;Entire loft
18165743;Tu casa ideal para visitar Madrid, bedandbreakfast;35;1;365;Private room in apartment
18166881;Wonderful apartment in Lavapiés;61;1;364;Entire apartment
18170275;PLAZA MAYOR! Historical Luxury Apartment w. Lift;314;1;75;Entire apartment
18183989;Great apt. 80 m2 with 2 spacious  rooms. 1A.;173;1;288;Entire apartment
18185961;Apto. centro bus 15min hypercentro;30;1;358;Private room in apartment
18187535;Bonito piso en el centro de Madrid. Nice apartment;17;1;0;Shared room in condominium
18192922;Apartamento de diseño con increíbles vistas;141;1;104;Entire apartment
18195322;Center Home Madrid  2;53;1;9;Entire apartment
18195354;La Latina & Plaza Mayor Home with Style;105;1;105;Entire apartment
18201293;Full studio heart of Madrid;42;1;269;Entire apartment
18203402;Incredible design apartment A;47;1;62;Entire apartment
18209448;Beautiful big room with wifi in center of Madrid;30;1;0;Private room in apartment
18222184;Like a Virgin Plaza Mayor;90;1;0;Entire apartment
18224191;Casa en el centro de Madrid (wifi included);57;1;0;Entire apartment
18235439;Acogedor Piso /GreatApartment Bravo Murillo/Orense;150;1;0;Entire house
18237265;Stunning Flat with Private Terrace Right in Downtown&Netflix;277;1;72;Entire apartment
18237974;Shared room in Gran Via;34;1;0;Shared room in apartment
18239354;Habitación Privada, zonas verdes y muy comercial;19;1;75;Private room in apartment
18245617;Beautiful, sunny n large room in Malasaña (centro);30;1;0;Private room in condominium
18247891;Casa economica cerca del Wanda Metropolitano;47;1;0;Entire apartment
18251416;Modern Apartment Madrid Center - WiFi;49;1;170;Entire apartment
18252446;Bonito Apartamento en Lavapies (bis);31;1;185;Entire apartment
18253375;SOL **Stunning Duplex Attic**;179;1;179;Entire apartment
18269419;Lovely flat in front of the Royal Palace;176;1;132;Entire apartment
18271284;Loft de diseño en zona norte de Madrid;78;1;163;Entire loft
18272014;Agradable, y funcional estudio en Malasaña;100;1;306;Entire apartment
18274047;Comfy and quiet room in Chueca, City Center;36;1;138;Private room in apartment
18278565;Apt. LAVAPIÉS perfect 4 COUPLES or WORK;46;1;106;Entire apartment
18281490;Coqueto apartamento en Lavapiés;89;1;174;Entire apartment
18283473;Refurbished & spacious 2BD 2BTH - MALASAÑA;133;1;350;Entire apartment
18285624;Chamberí - Luminoso Apartamento 1 dormitorio;88;1;39;Entire serviced apartment
18285825;Piso con ❤️ en Chueca;46;1;0;Entire apartment
18287421;IE 2-bed Flat: Fastest Wifi, Double bed, TV, AIR;21;1;364;Private room in apartment
18289548;Double Bed, TV, AIR, Wifi, Balcony;21;1;258;Private room in apartment
18295281;Bed and Breakfast beside Plaza de España;48;1;23;Private room in apartment
18301587;MADRID ROOMS AVAILABLE;35;1;251;Private room in apartment
18301694;LA LATINA/ SOL **Vintage Deluxe Apartment 3BD**;109;1;159;Entire apartment
18303422;Cozy room downtown Madrid near the city center;17;1;176;Private room in apartment
18305112;Your perfect private room for 2 in Madrid;30;1;364;Private room in apartment
18305197;Espacio arte, apartment studio lavapies madrid;65;1;10;Entire guesthouse
18308268;Comfortable Room with Exterior Terrace;35;1;0;Private room in apartment
18311097;Spectacular Penthouse in Plaza de Castilla;84;1;290;Entire apartment
18317382;Center of Madrid diego de Leon;131;0;0;Entire apartment
18318430;Solo mujer, baño individual,ideal estudiante.;20;1;0;Private room in apartment
18318557;"Pretty flat in ""las letras"" for 1or2.";48;1;0;Entire apartment
18319694;Disfruta de vistas. Confortable habitación.;15;1;0;Private room in guest suite
18322418;Your Own studio in Madrid 301;57;1;365;Entire apartment
18325699;Barrio de las Letras/City center/2rooms/230 sq ft;100;1;74;Entire apartment
18326240;Cozy tiny house for a perfect stay in Madrid!;45;1;0;Entire house
18326493;Exclusivo piso loft premium de 3 hab. Latina;87;1;251;Entire apartment
18337725;Penthouse WELL CONNECTED, near Alfonso XIII METRO;78;1;0;Entire apartment
18338481;Nice Room in the center malasaña;39;1;358;Private room in guest suite
18339257;LAVAPIES DESIGN | PLAZA MAYOR - WIFI;98;1;27;Entire apartment
18343092;Lofted Bedroom in Lavapies;13;1;0;Shared room in apartment
18344059;Habitación al lado del Retiro;25;1;0;Private room in apartment
18351752;Portugalete;8;1;0;Private room in apartment
18359346;马德里静美时尚大床三居公寓,您温馨的四季之家;20;1;0;Private room in apartment
18359971;马德里温馨宁静大床三居公寓,您魅力的四季之家;20;1;0;Private room in apartment
18360079;马德里浪漫舒适大床三居公寓,您贴心的选择;21;1;0;Private room in apartment
18360138;Boutique Apartment just by the Royal Palace!!;80;1;228;Entire apartment
18364945;Atico con terraza -Warner y Caja Mágica (aire ac);75;1;363;Entire condominium
18367891;Cozy and centrally-located appartment;65;1;10;Entire apartment
18381068;Maravilloso piso en el centro de Madrid.;100;1;0;Entire apartment
18385355;HOMELY LOFT PLAZA MAYOR;79;1;174;Entire apartment
18390339;Excellent Apartment Sol- City Center;99;1;89;Entire apartment
18391125;ÁTICO CON VISTAS y AC en el CENTRO 1' de PZA.MAYOR;80;1;0;Entire apartment
18391961;Modern Loft - Madrid center;73;1;0;Entire apartment
18399333;Bonito piso reformado en el castizo Carabanchel;38;1;140;Entire apartment
18399595;Espectacular Ático 2 dormitorios, Chamberí;140;1;0;Entire serviced apartment
18401072;habitacion doble en el corazón de Madrid.;41;1;180;Private room in apartment
18401320;Atico con ascensor y terraza Chueca;70;1;363;Entire apartment
18401587;Double room with balcony and private bathroom;45;1;0;Private room in apartment
18402664;Habitacion Moderna en Conde Duque, Malasaña;35;1;89;Private room in apartment
18405744;Apartamento ático en el sur de madrid.;100;1;30;Entire apartment
18411228;*Loft Centre-La Latina-Sol-WiFi, A/C*;35;1;311;Entire apartment
18412722;Loft muy comodo y bien situado;60;1;179;Entire loft
18419930;Habitación Nº 2.  Cerca del Aeropuerto de Barajas.;35;0;0;Private room in apartment
18422067;Habitación Nº1. Cerca de Barajas.;43;0;0;Private room in apartment
18423711;Double room in Malasaña. HABITACION DOBLE.;35;1;0;Private room in apartment
18423794;Loft FUENCARRAL STREET perfect 4 COUPLES or WORK;69;1;85;Entire loft
18428211;Habitacion muy céntrica y acogedora.;19;1;0;Private room in apartment
18430447;CASTELLANA, SANTIAGO BERNABEU CUZCO. NETFLIX APART;107;1;141;Entire apartment
18430459;Bright Apartment with Rooftop;160;1;43;Entire apartment
18430516;Lujo en el corazón de Chamberi;86;1;56;Entire apartment
18435461;Shared Bedroom Loft in Lavapiés;13;1;0;Shared room in loft
18436291;Penthouse with Private Terrace;118;1;291;Entire apartment
18440451;Acogedor en el Corazon de Madrid;45;1;122;Entire apartment
18441218;"""Mi locura más tranquila""";30;1;0;Private room in apartment
18441639;Apartment in Madrid for 4 People with Balcony;244;1;0;Entire apartment
18443731;M1 Habitacion grande y tranquila to sleep and work;17;1;351;Private room in chalet
18445993;Mi rincón;40;1;0;Private room in apartment
18447759;Preciados 33 (Ama);1139;1;0;Entire apartment
18447994;Preciados 33 (Lo);1139;1;0;Entire apartment
18452301;Lovely flat nearby Atocha Station.;61;1;0;Entire apartment
18453184;Piso precioso y romántico.Metro en puerta.Calidad.;75;1;179;Entire apartment
18454806;Amazing Brand-New 3BD 2BTH - City Centre;169;1;359;Entire apartment
18456038;4 pax. Design apartment in CHUECA-CENTER district;140;1;129;Entire apartment
18459554;Alquiler de 1dormitorio;17;1;0;Private room in apartment
18459674;Alquiler de habitacion;50;1;0;Private room in apartment
18461436;Habitación con litera (2);21;1;365;Private room in apartment
18468081;Habitación luminosa con balcón (2);34;1;105;Private room in apartment
18470166;Modern apartment with green views;90;1;172;Entire apartment
18474084;Attic of Love for 2 with Jacuzzi;73;1;87;Hut
18474323;HAB. CON BAÑO. ROOM WITH BATH. BARRIO DE SALAMANCA;25;1;0;Private room in guest suite
18474795;Acogedora habitación doble a 15 minutos del centro;39;1;347;Private room in apartment
18475112;Nordic design flat close to the centre;35;1;0;Entire apartment
18475379;Siente el  Paráiso, cerca y sin contaminación.;35;1;365;Private room in apartment
18475386;Walking distance from IE and EAE business school;40;1;74;Entire apartment
18481018;Bonito piso en el CENTRO (Lavapiés);47;1;0;Entire apartment
18482971;Chueca - Lovely bright room in the heart of Madrid;33;1;180;Private room in apartment
18487391;PISO CÉNTRICO A 5 MINUTOS DE SOL, ÓPERA, GRAN VIA;695;1;365;Entire apartment
18488845;BEAUTIFUL APART 2DB IN GRAN VIA/SOL/RETIRO PARK;111;1;0;Entire apartment
18495695;habitación en pleno centro Madrid;25;1;365;Private room in house
18501380;Habitación climatizada y baño exclusivo;28;1;178;Private room in apartment
18513634;ÁTICO con VISTAS y AC en el CENTRO a 1' PZA.MAYOR;126;1;0;Entire apartment
18513743;Apartamento duplex en Malasaña.;60;1;365;Entire apartment
18515523;Hip apartment in cozy bar zone;61;1;0;Entire apartment
18516313;Cozy apartment in Madrid downtown - Lavapies;68;1;152;Entire apartment
18516614;Cozy flat Las Ventas  (2 beds);40;1;0;Entire apartment
18517628;Luminous and quiet room to rent;20;1;365;Private room in apartment
18521622;Dormir en el barrio Salamanca-GOYA y baño privado;31;1;0;Private room in apartment
18521797;B2 4 2H Habitación. Apartamento Nuevo y Moderno;138;1;354;Entire apartment
18524450;SLATE LOFT by CRAFT - LOFT MADRID CENTRE MALASAÑA;53;1;180;Entire apartment
18532050;Lovely design flat in Madrid;104;1;365;Entire apartment
18540086;Malasaña Apartment #;55;1;350;Entire apartment
18540846;Habitación en pleno centro Madrid;18;1;126;Private room in apartment
18541960;Modern penthouse in the heart of Madrid;81;1;81;Entire apartment
18554594;Habitacion con cocina individual;33;1;180;Private room in apartment
18554719;Double Room in Madrid center La Latina;29;1;0;Private room in apartment
18556280;Cute apartment in Doctor Fleming I;181;1;278;Entire apartment
18556567;Super acogedora y luminosa con el Retiro a 5 min.;29;1;364;Private room in apartment
18559867;Un clásico próximo Gran Vía;99;1;339;Entire apartment
18561457;Habitación a 5 min de Plaza de España;40;1;0;Private room in apartment
18562237;PLAZA ESPAÑA III **Luxury Apartment**;99;1;191;Entire apartment
18566125;Madrid, residential close to centre;70;1;89;Entire condominium
18566314;Atocha / Retiro (Apartament);95;1;180;Entire apartment
18572644;Confortable and sunny apartment with Terrace;81;1;349;Entire apartment
18573644;Romantic atic  centre, Atocha, Santa Ana, Sol;9999;1;105;Entire apartment
18577069;Las Letras SkyLine - DUPLEX with TERRACE- 2BD;150;1;258;Entire apartment
18578002;Centrico apartamento en Glorieta de Embajadores;77;1;126;Entire apartment
18579094;Elegante piso en pleno centro de Madrid;550;1;105;Entire apartment
18580048;Magnificent 2 bedroom apartment in C.CoelloVIII;310;1;104;Entire apartment
18581196;Studio with Balcony 215;36;1;1;Entire apartment
18581591;hab privado con bano;50;1;0;Private room in apartment
18582831;APARSOL ESTUDIO 217;114;1;365;Entire apartment
18583918;APARSOL ESTUDIO 218;69;1;1;Entire apartment
18584997;Habitación privada detrás de gran vía;81;1;365;Private room in apartment
18589389;pido javi malasaña;150;1;0;Private room in apartment
18606398;Habitacion doble en bonito ático compartido!!!;69;1;364;Private room in bed and breakfast
18610667;Apartamento acogedor junto a la Plaza Mayor;93;1;73;Entire loft
18611284;Dúplex diáfano en Malasaña. Nórdico. Muy luminoso.;300;1;89;Entire loft
18611957;A VERY COZY APARTMENT IN CHUECA;159;1;0;Entire apartment
18613763;Preciosa casa 2 habitaciones;45;1;79;Entire house
18614168;Tu hogar en malasaña;49;1;0;Private room in loft
18622049;APARTAMENTO CENTR0 LAVAPIES/ATOCHA. WIFI;51;1;56;Entire apartment
18625102;Good Apartments in centro;300;1;365;Private room in apartment
18626851;Bright and bright new apartment in LagascaVIII;258;1;250;Entire apartment
18627500;EXCLUSIVE AND JUST RENOVATED IN CENTER CORTÉS;360;1;0;Entire apartment
18627825;Habitación tranquila y luminosa junto al Retiro.;43;1;363;Private room in apartment
18628006;Habitación privada en Ático en Atocha;75;1;0;Private room in apartment
18628102;Apartamento en el centro de Madrid.;48;1;0;Entire apartment
18630872;céntrica habitación, junto al metro de las ventas;18;1;365;Private room in apartment
18631940;Private room in penthouse in the heart of Chueca;53;1;0;Private room in loft
18632965;Aparsol Estudio con balcon 319;50;1;365;Entire apartment
18633600;Aparsol estudio 321;80;1;365;Entire apartment
18634925;Private little Appartement in the heart of Madrid;33;1;178;Entire apartment
18635096;Apartamento simpático en Montecarmelo.;65;1;95;Entire condominium
18641972;Deluxe Central Madrid Apt in the Art Triangle;141;1;7;Entire apartment
18644138;MAGNIFICO PISO VACACIONAL;60;1;0;Entire apartment
18644148;Apartamento moderno en el Centro de Madrid;64;1;197;Entire serviced apartment
18644774;Bright Apartment in center of Madrid;200;1;0;Entire apartment
18648109;Jose;28;1;0;Private room in apartment
18652834;Modern Flat  in Chueca Madrid 2;83;1;251;Entire apartment
18659250;Very basic interior priv. Room.;23;1;350;Private room in apartment
18660406;Cozy flat city center;65;1;319;Entire apartment
18661514;Habitación Privada en Argüelles!;30;1;0;Private room in house
18662487;Amplia y cómoda vivienda en Puerta del Ángel.;60;1;0;Entire apartment
18663087;Walk to the Prado from a Simple and Chic Apartment with free parking;85;1;199;Entire apartment
18664529;Elegante, cómodo y céntrico;32;1;365;Private room in apartment
18665964;AMAZING GRAN VIA;70;1;0;Entire loft
18667319;Habitación Madrid Centro, Atocha Room near Atocha;22;1;0;Private room in guest suite
18668620;BEAUTIFUL BEDROOM LOCALITED NEAR TO THE RIVER;24;1;365;Private room in apartment
18670219;Cozy and centric apartment;80;1;336;Entire apartment
18671014;Double Room - Duque de Alba (near Plaza Mayor);179;1;0;Private room in apartment
18671298;Habitación individual baño privado cerca a atocha;55;1;0;Private room in apartment
18679572;Solo chica/girl only/SALON HABILITADO HABITACION;16;1;365;Private room in apartment
18681252;Casa familiar idónea como campamento base;69;1;0;Entire house
18688866;Toledino Golden Apartment - Barrio La Latina;80;1;131;Entire apartment
18694221;Feliz descanso en la capital de los sueños;25;1;365;Private room in apartment
18696464;La Latina- Casa Petra, Tranquilo Acogedor Limpio;64;1;88;Entire loft
18701568;**Studio Centre-La Latina-Sol-WiFi, A/C**;36;1;293;Entire apartment
18702124;***Studio Centre-La Latina-Sol-WiFi, A/C***;35;1;334;Entire apartment
18702360;****Studio Centre-La Latina-Sol-WiFi, A/C****;40;1;327;Entire apartment
18702452;Artistic room in the center;28;1;0;Private room in apartment
18708485;Room with sunlight the center of Madrid;18;1;4;Private room in apartment
18712658;Apartment w/3 rooms & 3 bathrooms -Puerta del Sol-;243;1;338;Entire apartment
18715950;4 Habitaciones en barrio Almagro, IDEAL FAMILIAS;200;1;0;Entire condominium
18719337;Quiet, confortable and elegant;48;1;289;Entire apartment
18724964;SANTIAGO BERNABEU- Parking;74;1;347;Entire apartment
18732848;Cozy and quiet house in the center;40;1;0;Entire apartment
18735064;Acogedor piso en malasaña;71;1;0;Entire apartment
18741251;Lovely apartment in best location!!;71;1;0;Entire apartment
18742589;Estudio centro de Madrid (25m2);75;1;0;Entire apartment
18750292;Luminous and calid right in the centre!;140;1;0;Entire apartment
18752763;Cozy penthouse in Santiago Bernabéu;55;1;178;Entire apartment
18758504;Gorgeous room with private balcony in center!;44;1;0;Private room in apartment
18763219;Sunny, spacious apartment in downtown Madrid!;160;1;0;Entire apartment
18765571;Habitación doble muy luminosa en La Latina.;46;1;364;Private room in apartment
18765719;Cozy apartment close to Wanda Stadium and airport;57;1;79;Entire apartment
18765725;Lindo y cómodo apartamento alquilamos;25;1;0;Entire apartment
18766242;habitación en alto extremadura;35;1;178;Private room in casa particular
18768618;Madrid center, Malasaña. Looking for an attic?;66;1;138;Entire apartment
18770129;Lighting room in Madrid!;25;1;0;Private room in apartment
18770632;Atico en Atocha;73;1;0;Entire apartment
18772305;FR 6 2H Habitación. Apartamento Nuevo y Moderno;140;1;354;Entire apartment
18772335;Cama en el corazón de Madrid;26;1;365;Private room in apartment
18772462;Estupenda habitación c/salón privado. Zona Museos.;43;1;362;Private room in apartment
18779998;CENTRE **Golden Triangle of Art Apartment**;71;1;0;Entire apartment
18780486;Apartamento 1 dormitorio con espacios abiertos;99;1;0;Entire serviced apartment
18783817;Habitación tranquila y cómoda en Madrid;30;1;363;Private room in apartment
18788862;Modern new and cozy bedroom in Chamberí;58;1;365;Private room in condominium
18790669;Francisco de diego 46;150;1;362;Entire apartment
18798332;La Gata - Madrid;82;1;90;Entire apartment
18799179;Boulevard Juan Bravo St.;91;1;181;Entire apartment
18800052;APARTMENT 4PAX CENTRO GRAN VIA PUERTA SOL MALASAÑA;37;1;362;Entire apartment
18803182;Bright & Cozy 2BD 2BTH with Balcony - CHUECA;131;1;349;Entire apartment
18804810;Apart. Chamberí, equipped for 5 people, WIFI;330;1;0;Entire apartment
18807015;Cozy studio apartment in city centre;195;1;0;Entire apartment
18808253;Plaza de Chueca - The place to be;125;1;0;Entire apartment
18810052;My sweet home / hogar / 멋진 나의 집 in Malasaña;85;1;0;Entire apartment
18815508;APARTMENT IN HEART OF MADRID;47;1;263;Entire apartment
18818015;Penthouse with large terrace in the city center;80;1;0;Entire apartment
18818916;Habitación con cama sencilla ampliable a doble.;21;1;90;Private room in apartment
18823896;3 rooms apartment in Puerta del Sol;329;1;338;Entire apartment
18827694;Nice private room in La Latina;35;1;0;Private room in apartment
18832514;SOL **Vintage Colorful Apartment 3BD**;186;1;185;Entire apartment
18832992;Logistics, Center and River. Best spot to discover;80;1;0;Entire apartment
18833462;Shopping and more;70;1;0;Entire apartment
18834384;Precioso piso Centro Madrid;120;1;365;Entire apartment
18836458;FC35 2ºB. Apartamento singular, con WIFI.;66;1;89;Entire loft
18836632;(3,6) Moncloa- (2)Quevedo;70;1;0;Entire apartment
18836909;Madrid by the river room1;30;1;0;Private room in apartment
18837156;Madrid by the river 2;50;1;0;Private room in apartment
18837266;Madrid by the river 3;50;1;0;Private room in apartment
18837365;FC35 3ºB. Apartamento singular, con WIFI.;66;1;89;Entire loft
18837432;Madrid by the river 4;50;1;0;Private room in apartment
18847621;Sunny calm and silence in Madrid city center;38;1;170;Private room in apartment
18847834;Penthouse with the best views of Madrid.;205;1;269;Entire loft
18849911;Habitación  cerca del centro;19;1;289;Private room in apartment
18850626;Habitación privada en el centro con wifi y tv;36;1;0;Private room in apartment
18851115;Beautiful designed attic in the heart of Madrid;108;1;196;Entire apartment
18852744;Apt del rey;38;1;0;Entire apartment
18855589;Room fun, wie Rumba!;100;1;87;Private room in apartment
18862453;NEW Apt 4 pax, CHUECA MALASAÑA, wifi;76;1;0;Entire apartment
18862624;Big room near Plaza Mayor;40;1;0;Private room in apartment
18865257;Super chic and bright apartment in Tribunal!!;49;1;0;Entire apartment
18870263;Superbe appartement Madrid Centre La Latina 4 pers;75;1;0;Entire apartment
18873577;PISO DE DISEÑO PUENTE SEGOVIA, VISTA PALACIO REAL;206;1;90;Entire apartment
18878500;AIRPORT-WANDA-CITY CENTER-WIFI Your room!;31;1;364;Private room in chalet
18879262;Comfortable room, in the centre of Madrid.;60;1;0;Private room in condominium
18880856;Estudio/WIFI/AA/8min Pz.Toros las Ventas/Metro/Bus;20;1;14;Entire guesthouse
18880964;Apartamento acceso independiente junto al Prado;82;1;0;Entire apartment
18882816;Atico-Santiago Bernabeu;70;1;0;Entire apartment
18888228;Estudio acogedor en pleno Centro de Madrid.;46;1;89;Entire apartment
18888314;Spacious sunny home in a great central location;124;1;0;Entire apartment
18889338;Precioso apartamento //WiFi// en Ventas;44;1;171;Entire apartment
18889343;GQ22 2º. Apartamento singular, con WIFI.;66;1;89;Entire loft
18893711;Gran Vía 6 PAX, 2 Room apt. Historical building;102;1;0;Entire apartment
18894013;Maria's Cozy Place at Heart of Madrid;160;1;13;Entire apartment
18894717;NUEVO .Apartamento Suite Carranza.;110;1;104;Entire apartment
18894910;Apartamento atocha;45;1;0;Entire apartment
18895142;Centrica Habitacio doble;24;1;91;Private room in house
18905622;la corralada alhambra;40;1;257;Entire apartment
18909619;AMAZING PENTHOUSE. ROYAL PALACE;140;1;0;Entire apartment
18910855;Atractivo piso en el barrio  de Malasaña;70;1;0;Entire apartment
18914394;Habitación individual Príncipe Pío Zona centro;14;1;0;Private room in guest suite
18920549;Cool double room with private bathroom in Malasaña;31;1;153;Private room in apartment
18922191;Descanso y Tranquilidad;39;1;0;Private room in apartment
18924082;ALOJAMIENTO ENTERO MADRID CENTRO;120;1;0;Entire apartment
18924805;Habitación Verde Privada 2 Personas - Callao;33;1;0;Private room in apartment
18932588;COZY, CUTE, AND INTIMATE STUDIO  IN LAVAPIES;100;1;136;Entire apartment
18935898;Tu rincón en el RETIRO park;33;1;89;Private room in apartment
18938910;Fuencarral street room, private bathroom F 28;43;1;136;Private room in apartment
18939228;Habitación tranquila;15;1;363;Private room in apartment
18939260;La casita vintage .Paseo de las delicias;68;1;103;Entire apartment
18942413;Habitación Baño Privado Zona Airport IFEMA Wanda;39;1;365;Private room in apartment
18942744;Habitación;1788;1;363;Private room in apartment
18945412;Habitación con vistas a la calle, muy centrica;36;1;1;Private room in apartment
18945887;HABITACIÓN BAÑO PRIVADO ZONA AIRPORT IFEMA WANDA;39;1;1;Private room in apartment
18946328;Nice Double room with bathroom ensuite!!;46;1;365;Private room in apartment
18947268;Private room, double bed SOL- CENTER;35;1;0;Private room in apartment
18947443;Como en tu casa (How In Your Home );14;1;302;Private room in apartment
18956161;Stylish Goya flat. Coqueto piso en Goya VT-7496;63;1;161;Entire apartment
18957739;PROSPERIDAD;57;1;91;Entire apartment
18961127;Cozy and Modern Room;74;1;365;Private room in condominium
18965295;Apartamento a 3 estaciones de Atocha renfe;54;1;9;Entire apartment
18967799;Room by metro+Breakfast+WiFi;18;1;360;Private room in apartment
18968700;Room with Balcony by metro+Breakfast+Wifi;20;1;365;Private room in apartment
18970842;nice room in gorgeous attic. HabAtico con encanto;14;1;0;Private room in apartment
18972777;Vecinos de Picasso, apartamento céntrico Madrid;119;1;0;Entire apartment
18974688;Hab doble+baño privado muy céntrica;41;1;90;Private room in apartment
18980025;Fantástico alojamiento en Diego de león;35;1;365;Private room in apartment
18982253;Luxury & super new apartment in Av. America;225;1;0;Entire apartment
18982814;Habitación doble en Calle Ferraz;15;1;0;Private room in guest suite
18985326;Habitación Privada en Precioso Apartamento Madrid;30;1;365;Private room in apartment
18987550;Atocha station - parking;78;1;0;Entire apartment
18992195;Exclusive apartment with garage in Lagasca XI;361;1;242;Entire apartment
18993001;Un apartamento con toda la esencia de Malasaña;173;1;335;Entire apartment
18993060;Bright apartment in Madrid - Arganzuela;104;1;107;Entire condominium
18993759;B1 H Habitación Apartamento Nuevo y Moderno;54;1;354;Private room in apartment
18995507;Alojamiento para 3 al lado de Atocha;49;1;0;Entire apartment
18996048;Nuevo Apartamento Premium en Glorieta de Bilbao;90;1;358;Entire apartment
18997221;Loft en Gran Via.;95;1;269;Entire loft
18997835;Habitación en plena malasaña;36;1;0;Private room in apartment
19003056;BRIGHT NEW LOFT in PEDRO ZEROLO;69;1;0;Entire house
19006238;Loft Madrid;65;1;0;Entire loft
19011445;Moderno apartamento en Plaza de España / Gran Vía;81;1;0;Entire apartment
19013160;Habitación cómoda 1 o 2 huéspedes;34;1;178;Private room in apartment
19013324;Design apartment with 2 bdrs in the center. 2B.;173;1;344;Entire apartment
19013810;Cozy studio-apt in the heart of Madrid - Huertas;51;1;0;Entire apartment
19016933;Cozy studio in Chueca, Madrid;64;1;0;Entire apartment
19017959;medium size room in the heart of madrid;40;1;0;Private room in apartment
19023606;Beautiful duplex in Madrid center;89;1;104;Entire apartment
19024403;Fantastic B&B Center Madrid near all tourist sites;22;1;360;Private room in apartment
19025557;Double room in Chueca, with private bathroom F 14;35;1;137;Private room in apartment
19027222;Vintage apartment in Conde Duque & Malasaña;69;1;0;Entire apartment
19029616;Fuencarral street room, private bathroom F 21;34;1;139;Private room in apartment
19032059;Beautiful Loft;40;1;339;Entire loft
19032176;San Vicente;50;1;0;Shared room in house
19033719;Casco Historico, Madrid Centro;61;1;161;Entire loft
19033953;Cozy comics apartment in Madrid downtown;31;1;213;Entire apartment
19035097;Apartamento en Las Ventas;70;1;0;Entire apartment
19035830;Piso en el corazón de Madrid;37;1;365;Private room in apartment
19036745;Cozy and Quiet 2BR Apt in Sol;85;1;0;Entire apartment
19043049;Buhardilla en Chueca;260;1;0;Entire apartment
19046157;ENTRE EL MUSEO DEL PRADO Y EL PARQUE DEL RETIRO;475;1;83;Entire apartment
19046530;I HAVE ALL YOU WANT, YOU'LL COME BACK :);76;1;319;Entire apartment
19047326;Greate Double Private Room in Madrid Center;40;1;0;Private room in apartment
19048458;Double room in Chueca, with private bathroom F 09;34;1;107;Private room in apartment
19049267;Beautiful spacious apartment in central Madrid;126;1;0;Entire apartment
19050255;Madrid centro. Malasaña/Chueca;190;1;65;Entire apartment
19050549;Habitación individual, super céntrica.;46;1;365;Private room in apartment
19051941;Cozy private room with breakfast included;38;1;0;Private room in house
19052185;Double Room in Chueca for Madrid World Pride;120;1;0;Private room in guest suite
19054737;Plaza de Castilla;60;1;0;Private room in apartment
19054913;Fabulous apartment in the heart of Chueca, Madrid;91;1;180;Entire apartment
19060616;DOBO HOMES RELATORES 4 HABITACIONES;223;1;3;Entire apartment
19060650;BRIGHT NEW LOFT in INFANTAS STREET;59;1;0;Entire apartment
19061504;Double room in Chueca, with private bathroom F 05;35;1;104;Private room in apartment
19061757;Fuencarral street room, private bathroom F 27;34;1;138;Private room in apartment
19062449;Habitación acogedora en zona tranquila y familiar;20;1;0;Private room in apartment
19063134;Double room in Chueca, with private bathroom F 08;35;1;105;Private room in apartment
19065078;Nuevo y exclusivo centro de madrid argüelles 2 hab;70;1;319;Entire apartment
19065350;Nice apartment with two patios;120;1;349;Entire apartment
19067737;A. Habitación Privada Centro de Madrid;35;1;0;Private room in apartment
19069869;Habitación acogedora individual II en Madrid;19;1;226;Private room in apartment
19077473;Casa Bolero;35;1;0;Private room in house
19078457;Double room with balcony in Atocha;50;1;157;Private room in apartment
19078962;PEQUEÑO ESTUDIO EN SOL, MADRID;52;1;0;Entire apartment
19079971;Apartamento Chueca/Malasaña;70;1;179;Entire apartment
19082345;Cosy apartment - Plaza Callao + Gran Via;59;1;0;Entire apartment
19085474;Apartamento acogedor y luminoso en Lavapiés;39;1;0;Entire apartment
19089558;Piso acogedor en el retiro;150;1;0;Entire apartment
19090168;Double room in madrid center (Plaza sol) 3;22;1;0;Private room in apartment
19090428;Double room with balcony towards Plaza de Sol (1);19;1;350;Private room in apartment
19090655;Double room in Madrid Center, Calle Gran Via (3);17;1;1;Private room in apartment
19090724;Double room in Madrid center(Sol) 2;20;1;0;Private room in apartment
19090887;Triple room in madrid center (sol) 5;27;1;1;Private room in apartment
19094004;A Bohemian Shelter - Spazio;41;1;0;Private room in apartment
19095067;Heart of Chueca;153;1;0;Entire apartment
19095342;Bright and centric. Visit Madrid waking. Wifi;38;1;85;Entire apartment
19097150;Exclusive apartment with 2 bdrs in Malasaña. 3B.;173;1;257;Entire apartment
19097752;Bright apartment with 2 bdrms in city center. 3A.;173;1;335;Entire apartment
