id;name;number_of_reviews;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;reviews_per_month
6369;Rooftop terrace room ,  ensuite bathroom;78;20/09/2020;98;10;10;10;10;10;10;0;58
21853;Bright and airy room;33;15/07/2018;92;9;9;10;10;8;9;0;42
23001;Apartmento Arganzuela- Madrid Rio;0;01/12/1999;0;0;0;0;0;0;0;0;0
24805;Gran Via Studio Madrid;10;01/03/2020;98;9;10;10;10;10;10;1;13
26825;Single Room whith private Bathroom;149;12/03/2020;94;10;10;10;9;9;9;0;112
28200;Apartamento Arganzuela Planetario;3;28/05/2012;80;9;9;10;10;8;9;0;3
30320;Great Vacational Apartments;170;04/01/2020;93;10;10;10;10;10;10;0;129
30959;Beautiful loft in Madrid Center;8;30/05/2017;88;8;9;9;9;10;9;0;11
37859;PISO, OPERA, MADRID, GRANDE;0;01/12/1999;0;0;0;0;0;0;0;0;0
40718;COZY APARTMENT CIBELES-GRAN VIA-PTA DEL SOL-CHUECA;118;23/07/2019;93;9;9;9;10;10;9;1;91
40916;Holiday Apartment Madrid Center;48;05/01/2020;93;9;10;10;10;10;9;1;38
47957;Amazing Apartment, Salamanca Distri;55;10/07/2018;97;10;10;10;10;10;10;0;44
59923;Habitación para féminas en el centro de Madrid;17;05/10/2019;99;10;10;10;10;10;10;0;15
62423;MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID;79;06/09/2020;91;10;9;10;10;10;9;1;221
64131;Habitación Metro Lacoma;35;30/11/2020;95;10;9;10;10;9;9;0;46
70059;Tu hogar en centro de Madrid.;41;26/08/2020;97;10;10;10;10;10;9;0;33
70316;Superbly located Monthly rental Bills Incl.;7;30/04/2020;80;8;8;9;8;9;9;1;1
72150;Sunny attic duplex flat with terrace next to Sol;108;31/07/2020;91;9;9;10;10;10;9;0;87
74352;Cozy apartment in the coolest  neighbourhood;5;04/08/2019;92;9;9;10;10;10;9;0;11
75609;Estudio Museo Dino;56;04/03/2020;95;10;10;10;10;10;9;0;51
82481;Retiro Park, Stay at cosy studio;108;29/11/2017;96;9;10;10;10;10;9;0;89
84719;Cool Apart. (10min Center + WIFI);185;09/03/2020;93;10;10;10;10;9;9;0;153
86042;Cozy attic with intimate rooftop terrace+ elevator;153;05/03/2020;96;10;9;10;10;10;9;0;128
89954;Amazing apt in the historic center;209;11/03/2020;96;10;9;10;10;10;9;1;175
92920;Bedroom in Chueca Madrid;92;01/12/2019;99;10;10;10;10;10;10;0;76
93100;*** MALASAÑA B&B ***;643;17/03/2020;89;10;9;10;10;10;9;1;531
96807;double room, bathroom;77;07/07/2019;91;9;9;9;9;8;9;0;64
100411;Ático muy luminoso;3;24/06/2016;93;10;9;10;9;9;9;0;5
101507;NICE FLAT IN THE CENTER OF MADRID;62;28/02/2021;95;10;10;10;10;10;9;0;68
102040;Nice Single Room with wifi.;0;01/12/1999;0;0;0;0;0;0;0;0;0
102194;Chic apartment CHUECA totally soundproofed;23;01/03/2020;94;10;9;10;10;10;9;0;19
103541;CENTRAL AND COMFORT APTO. W/PARKING;187;11/04/2021;91;9;9;10;10;10;9;1;157
114854;NICE CENTRAL TOURISM-BUSINESS APTO;114;28/02/2021;91;9;9;10;10;10;9;1;98
119389;Madrid Apartment Latina;78;11/04/2021;93;10;9;10;10;10;9;1;67
120293;ROOM IN THE CENTER -LA LATINA- WIFI;197;04/04/2021;95;10;10;10;10;10;10;1;168
120762;SHINY ROOM in DOWNTOWN / MALASAÑA!!;222;19/09/2020;91;9;9;10;9;10;9;0;184
123864;LOVELY STUDIO IN OLD TOWN-A/C-WIFI;532;10/04/2021;93;10;10;9;10;10;9;1;446
127819;140 m2 Architect flat - Madrid center;90;20/02/2021;93;9;9;10;10;10;9;0;86
132428;Habitacion en Anton Martin;104;10/01/2021;98;10;10;10;10;10;10;0;221
136058;Calm, affordable room in Madrid.;72;16/12/2018;99;10;10;10;10;9;10;1;6
154224;NICE FLAT SANTA ANA.45m2 WIFI (A);84;09/03/2020;90;9;9;9;10;10;9;1;82
163429;Centrical loft in Madrid (Chamberi);8;17/03/2019;95;10;9;10;10;10;9;0;7
167183;private house B & B. Arturo Soria (Metro);23;07/02/2020;97;10;10;10;10;10;10;0;22
170750;2-bedroom attic & rooftop terrace;190;09/12/2018;90;9;9;10;10;10;9;0;165
171144;Penthouse in PALACIO with 2 ROOMS;11;30/03/2021;98;10;10;10;10;10;9;0;9
177523;★STAYCATION★ Centro - Exclusivo, Estudio Diseño;13;09/04/2021;90;9;9;9;9;10;9;1;11
177846;HABITACIÓN EN MALASAÑA, CON BALCÓN Y MUCHA LUZ;61;30/06/2019;82;9;8;10;10;10;8;0;52
177850;PEQUEÑA HABITACIÓN EN CENTRO, EN BARRIO MALASAÑA;105;03/03/2020;84;9;9;9;10;10;8;0;93
196197;Views of San Andres Baroque from a Central Madrid Apartment;288;14/02/2021;95;10;10;10;10;10;10;1;246
199016;Room in central top floor with 2 terraces;25;01/03/2020;89;9;9;9;9;10;9;0;35
199201;Converted theatre, historic centre;149;14/03/2020;97;10;10;10;10;10;10;0;127
200828;FRENTE MAR, ZONA CALAS. PISCINA.;0;01/12/1999;0;0;0;0;0;0;0;0;0
201033;Shiny Room in Malasaña II/Center;53;01/03/2020;94;9;10;10;10;10;9;0;45
204570;Lovely 110m2 home - Best location!;100;03/01/2021;97;10;10;10;10;10;10;1;86
205199;Tafari Gran Via;272;07/02/2020;99;10;10;10;10;10;10;0;233
207275;Bedroom with views;8;28/01/2020;100;10;10;10;10;10;10;0;8
209373;Attic in the Heart of Madrid-WIFI;37;01/04/2020;98;10;10;10;10;10;10;0;33
209780;The Mad B&B - Cool 3BD with Wifi & AC;192;30/03/2021;90;10;9;10;10;9;9;1;166
211444;Private Room in a Sunny and Luxuriously Appointed Apartment;122;05/04/2021;99;10;10;10;10;10;10;0;106
217674;PENTHOUSE PLAZA MAYOR ROOFTOP TERRACE XVI CENTURY;207;29/03/2021;97;10;9;10;10;10;9;0;181
219303;*** Malasaña B&B exterior***;185;11/10/2020;87;9;9;10;9;10;9;1;16
225462;Bright silent room in the center;147;10/03/2020;93;9;9;10;10;10;9;0;13
225489;Madrid City Center. Room for 1 or 2 people.;31;07/03/2020;97;10;10;10;10;10;10;0;3
229664;Beautiful cozy loft madrid center;493;23/12/2020;86;9;8;9;9;10;9;1;425
231861;COMFORTABLE ROOM IN A GREAT AREA!!!;0;01/12/1999;0;0;0;0;0;0;0;0;0
240128;CHEAP  ROOM ONLY GIRLS OR COUPLES;77;09/08/2019;88;9;8;9;9;8;9;0;67
256004;CASA ARCO CUCHILLEROS-BOTIN;146;16/02/2020;91;9;9;9;9;10;9;0;132
260656;Quiet duplex apartment in Lavapiés;36;31/03/2020;90;10;8;10;10;9;9;0;32
260951;"Spectacular Loft ""A"" Ifema  Madrid";135;19/12/2020;94;10;10;10;10;9;10;1;124
261878;GREAT STUDIO! BEST REVIEWS! CENTRAL;484;07/04/2021;98;10;10;10;10;10;9;0;422
263748;"LOFT ""C"" modern design loft IFEMA";111;11/04/2021;95;10;10;10;10;9;10;1;105
268275;Madrid center with balconies;57;08/04/2019;94;10;10;10;10;10;9;0;51
280733;Stylish apartment you will love with balconies;32;25/12/2019;96;10;10;10;10;10;9;1;34
281224;Central & Comfy Apartment in Opera - Royal Palace;106;13/03/2021;91;9;9;9;9;10;9;1;19
282195;Winter Offer 40m2 Wifi. Centre O;47;10/03/2020;88;9;9;9;9;10;9;1;49
282196;COZY FLAT, SANTA ANA,40m2,WIFI (I);72;14/03/2020;91;10;9;10;10;10;9;1;65
282715;Cozy and Luxury Penthouse, GL*****Madrid;111;03/03/2020;97;10;10;10;10;10;9;0;102
283862;CENTER HISTORICAL, SOL, DUPLEX;32;04/02/2020;98;10;10;10;10;10;10;1;47
287660;Beatiful downtown room with balcony;11;08/11/2014;100;10;10;10;10;9;10;0;1
289555;Casa Museo del Prado-Private room.;168;31/10/2020;90;10;9;10;10;10;9;1;181
294520;Centro de Madrid Gran Habitación;25;01/03/2020;88;10;8;10;10;10;8;1;33
294529;Centro de Madrid. Room 3;55;24/10/2019;92;9;9;10;10;10;9;1;49
297017;Charming Prado Luxury;58;05/04/2021;87;9;9;9;9;10;8;1;91
310333;Central, cute & Art Apartment;108;14/02/2021;92;10;10;10;10;10;9;1;103
310678;Precioso apartamento en Gran Via;311;30/12/2019;93;9;9;10;10;10;9;1;277
315682;QUIET and SPACIOUS .Heart of Malasaña.Madrid.;208;14/03/2020;93;9;9;10;9;10;9;0;189
316711;OPERA, PALACIO REAL, CENTRO, SOL;15;07/09/2019;97;10;10;10;10;10;10;0;25
333974;Winter froml 34€per.Centric.Wifi E;62;07/03/2020;90;10;10;10;9;10;9;1;59
336672;Great apartment ∞4 rooms∞ close to City Center;57;03/04/2021;96;10;9;10;10;10;10;0;14
336834;2 bedroom apartament in Chueca-Fuen;44;24/03/2020;92;9;8;10;10;10;9;0;4
336869;Direct to Plaza Mayor!;105;09/10/2018;99;10;10;10;10;10;10;1;96
337292;Principe de Vergara. Homey Room;7;18/04/2017;100;10;10;10;10;10;10;1;7
339144;COZY APARTMENT MADRID MALASAÑA;124;31/08/2019;98;10;10;10;10;10;10;0;113
339171;PRADO MUSEUM AIR & OnSiteParking (*);157;06/10/2020;97;10;10;10;10;10;10;1;144
339813;Room in Madrid Center good ambient;2;06/12/2013;0;10;8;8;8;10;8;0;2
341939;Self-catering Apartment in Madrid;167;31/03/2020;94;9;9;9;10;10;9;0;151
342095;Lovely apartment CENTRAL MADRID !;32;05/03/2020;96;10;10;10;10;10;10;0;3
342557;Berlin's Park at your window. Parking included.;55;03/11/2019;97;10;10;10;10;10;10;0;6
342952;Special price 29€ per.Center.Wifi U;116;09/03/2020;86;9;9;9;9;10;8;1;107
345195;DUPLO Heart of Madrid/Malasaña;4;11/04/2019;80;10;9;10;9;10;9;0;4
345230;GOYA apartment.Heart of Madrid;4;11/04/2019;87;10;10;10;10;9;9;0;5
345233;MIRO apartment.Heart of Madrid;4;15/12/2018;100;10;10;10;10;10;10;0;4
345249;CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT;28;15/12/2019;87;9;9;9;9;8;8;1;28
347510;Classy Central Family Alcalá Deluxe;42;07/09/2019;90;9;10;9;9;9;9;1;39
354838;Entire apartment Plaza de España!;38;03/07/2018;95;10;8;10;10;10;9;0;35
361053;Cozy, luminous  excellenty placed;155;30/09/2020;91;10;9;10;10;10;9;0;141
363476;PUERTA DEL SOL-QUIET DOWNTOWN;398;07/03/2021;90;9;9;10;10;10;9;0;362
371532;Fantastic Location. Great apartment, Opera;78;05/03/2020;97;10;9;9;10;10;9;1;72
375472;Host family in the center of Madrid;148;10/04/2021;93;10;10;10;10;10;10;0;141
376379;Great Studio for Rent in Madrid;19;30/04/2020;89;9;9;10;10;10;9;0;21
377151;private house in elegant neiborhood;30;05/08/2019;94;9;9;10;9;9;10;0;33
391795;Quiet room in a terraced house;13;23/02/2014;98;9;9;10;10;9;10;0;12
396532;Apart. 25mts from Gran Via,exterior;119;16/02/2020;97;10;10;10;10;10;10;0;11
406341;Quiet downtown Madrid, nearby all;125;23/12/2020;99;10;10;10;10;10;10;0;114
406697;Lovely & Cozy Apartment Center;383;23/03/2019;88;9;9;9;9;10;9;1;349
410699;80m2 spacious bright loft apartment;153;01/03/2020;97;10;10;10;10;10;9;0;14
415967;LAVAPIES CLASSY (CENTER TOWN);152;25/11/2018;93;9;9;10;10;9;9;0;139
416705;Quiet room in a two level house;66;19/07/2014;95;9;9;9;10;9;9;0;6
420039;Bonito estudio en pleno centro;648;05/12/2020;84;9;10;10;10;10;9;0;60
423655;Tribunal Apartment;2;06/09/2014;0;8;8;8;8;8;8;0;2
424816;Habitación privada en apartamento..;4;31/05/2017;85;9;10;8;9;9;8;0;4
427407;study sol-atocha I;7;25/07/2015;92;8;10;10;10;10;9;0;7
429306;Vintage and Scandi Chic at an Historic Central Madrid Home;182;15/09/2020;96;10;10;10;10;10;10;0;17
429604;sol-atocha II study;2;25/06/2015;100;10;10;10;10;10;9;0;2
431806;CHARMING SUITE IN MADRID'S LEDGE;102;24/07/2020;96;10;9;10;10;10;10;0;94
435010;Cute penthouse room in Madrid!!!;202;16/02/2020;91;10;9;10;9;10;9;0;188
439715;Chueca Secret Apartment;13;27/10/2013;98;10;10;10;10;10;9;0;12
440596;Quiet Central Apartment with WiFi;7;23/09/2012;99;10;10;10;10;10;10;0;7
442986;madrid center chueca house wiffi;18;08/12/2019;92;10;9;9;10;10;9;0;17
444113;Pretty room;0;01/12/1999;0;0;0;0;0;0;0;0;0
449218;Central, fully equipped, best price;287;17/11/2020;97;10;10;10;10;10;9;0;265
456165;Nice room in Madrid;7;24/10/2020;100;10;10;10;10;10;10;0;15
460898;Wide and nice apartment in Madrid;0;01/12/1999;0;0;0;0;0;0;0;0;0
462072;Spectacular Penthouse 95 m² Latina;62;25/07/2020;98;10;10;10;10;10;10;1;57
464307;LOVELY SUNNY, DOWNTOWN, 2 BR APT.;60;24/04/2018;98;10;10;10;10;10;10;0;55
467552;DESIGN PENTHOUSE ALONSO MARTINEZ!;33;04/01/2020;95;10;9;10;10;10;9;0;31
468202;BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI;269;31/10/2020;92;10;10;9;9;10;9;1;249
470132;❤Quiet & Comfortable apartment **Superhost**;38;28/10/2018;94;9;9;10;10;9;9;0;35
473112;LUXURY DUPLEX CENTER A/A-WIFI;55;28/02/2021;91;9;9;10;10;10;9;0;51
479718;Wanda Stadium. Madrid. 20 minutes from Sol by tube;14;02/01/2017;85;8;8;10;10;9;9;0;13
490610;Bed&Breakfast, 2 bedrooms for 3, at Latina;19;21/08/2019;91;9;9;10;10;9;10;0;18
491070;NICE APT IN THE HEART OF MADRID !!!;11;08/07/2019;93;10;10;9;10;9;9;0;1
492221;CENTRICO EN EL BARRIO DE LA LATINA;216;31/03/2020;97;10;10;10;10;10;10;1;207
493238;ElRastro-Plaza Mayor. Air cond-WIFI;205;28/10/2019;93;9;9;10;9;10;9;0;191
497706;Peaceful apartment in Madrid Centre;211;28/03/2021;94;10;9;10;10;10;9;1;202
499911;2 bedroom apartment downtown Madrid;161;30/09/2020;98;10;10;10;10;10;10;0;16
502918;Cozy room in penthouse in Madrid's heart;86;07/04/2020;96;9;10;10;10;10;10;0;143
506956;Precioso  apartamento  céntrico  en Madrid;411;31/03/2021;98;10;10;10;10;10;10;0;651
507614;Malasaña: Amazing&extremely central 2BD flat;23;05/01/2020;98;10;10;10;10;10;10;0;22
510973;Habitación céntrica a 1 min de Plza Santa Ana;4;10/09/2017;100;10;10;10;10;10;10;0;8
514917;Nice room, nice flat;27;27/07/2018;96;9;9;10;10;9;10;0;26
515008;BIG BED & VERY NICE ROOM YELLOW.;23;10/04/2021;98;10;9;10;10;9;10;0;22
515339;Cozy & central flat 35 m2 next to ROYAL PALACE;129;01/03/2020;86;9;9;9;10;10;8;1;204
518208;BIG BED & VERY NICE ORANGE ROOM.;18;31/12/2019;96;10;10;10;10;8;9;0;18
518511;Central, cheery, light, historic;8;29/06/2018;85;10;8;10;10;9;9;0;9
521329;Nice&perfect location singel room;0;01/12/1999;0;0;0;0;0;0;0;0;0
521367;Penthouse with terrace in SOL;121;10/08/2020;96;10;9;10;10;10;9;0;115
522563;Beautiful loft in downtown Madrid;91;25/02/2021;94;10;9;10;10;10;9;0;114
524003;NEXT TO PLAZA MAYOR STATELY BUILDNG;379;02/04/2021;98;10;10;10;10;10;10;0;365
526162;Single room in shared flat. Central;1;04/08/2012;86;10;8;8;8;8;8;0;1
526513;Sol.  Your home in Madrid´s Heart;517;10/03/2021;95;10;10;10;10;10;10;1;481
529690;Architect's sunny La Latina retreat;13;28/03/2021;97;10;10;10;10;10;10;0;13
531677;Bright room in the Gran Via!!!!;523;15/03/2020;98;10;10;10;10;10;10;0;502
536574;Junior Rent;3;14/10/2015;60;6;6;5;8;6;6;0;4
537234;Single Naranja en casa de artista;19;01/07/2020;96;10;9;10;10;10;9;0;18
540937;MELROSEPIES apartment  A/C City Centre Free WIFI;253;08/02/2021;90;10;9;10;10;10;9;0;237
541406;Enjoy madrid with all your family;0;01/12/1999;0;0;0;0;0;0;0;0;0
544736;SUNNY & EASY ACCESIBLE BEDROOM;37;31/03/2021;95;10;10;10;10;9;9;0;39
545174;MADRID - MONCLOA;4;30/06/2015;60;7;4;7;8;8;7;0;4
547050;LUMINOUS, cozy, next to Retiro Park;1;01/07/2013;60;6;8;8;6;8;6;0;1
548353;Cozy at heart of Chamberi Madrid. 4;5;17/03/2019;95;10;10;10;10;9;9;0;16
548995;CHIC and CENTRAL apartment +WIFI;148;08/02/2021;99;10;10;10;10;10;10;0;143
549664;SPACIOUS ROOM WITH BATHROOM;1;21/04/2015;0;0;0;0;0;0;0;1;1
552183;Nice apartment. historic center Mad;261;09/09/2020;97;10;10;10;10;10;10;0;244
560941;Serrano apartment;24;23/11/2020;92;9;10;9;9;10;9;1;26
565152;wonderful aparment in lavapies !!;171;05/04/2021;85;9;9;10;10;10;9;1;207
566241;LOVELY APARTMENT CLOSE TO REINA SOFIA MUSEUM;30;04/03/2014;97;10;10;10;10;10;10;1;29
568190;Rooms to rent to students,tourists;195;07/03/2019;98;10;10;10;10;9;10;0;192
570158;Stanza- Carina;34;04/02/2021;91;9;9;9;9;10;9;0;33
572048;Rooms to rent in a shared flat;0;01/12/1999;0;0;0;0;0;0;0;0;0
576487;House in Barajas, close to AIRPORT andIFEMA;400;31/03/2021;94;10;10;10;10;10;9;0;386
578731;CENTRIC, QUIET, BRIGHT APARTMENT.;338;15/03/2020;94;10;9;10;10;10;10;0;319
586726;Good Karma - Madrid Rio Penthouse;30;18/08/2016;80;8;8;9;9;9;8;0;33
588382;Apartment in the center of Madrid;5;19/05/2014;90;10;9;10;10;10;9;0;6
588518;Penthouse with Stunning Balcony Near Plaza Mayor;56;04/01/2020;99;10;10;10;10;10;10;0;7
590710;Single/Double private room;57;25/11/2019;96;10;10;10;10;9;10;0;55
598771;Atocha Attic - Unbeatable Location;78;17/03/2020;97;10;10;10;10;10;10;0;83
599134;Cosy Plaza Mayor apartment in central Madrid;7;05/12/2017;91;8;10;10;10;10;9;0;7
599885;ALEGRE Y LUMINOSA HABITACIÓN CENTRO;146;07/03/2020;94;10;10;10;10;10;10;0;138
599977;CENTRAL STUDIO FLAT;407;12/03/2020;85;9;9;10;10;10;8;0;385
604150;El Rincón de Serrano;2;19/09/2013;90;10;9;10;9;9;9;0;2
604632;habitacion luminosa madrid-centro;41;01/01/2020;84;9;9;9;9;9;8;1;57
605339;NiceStay_HighValue_Orange RoomWIFI;174;10/01/2021;97;10;10;10;10;9;10;0;166
606923;Habitación+baño+cocina privada -Aravaca - Madrid;22;22/11/2020;93;9;9;10;10;10;9;0;77
607548;Attic with views and large Terrace;3;21/04/2014;0;4;2;10;10;4;4;0;3
608742;Central and quiet.;460;06/04/2021;95;9;10;10;10;10;9;1;434
610675;Beautiful attic, best location.;7;17/08/2015;100;10;9;10;10;10;10;0;7
616027;Quiet room well located, Av.America;74;19/09/2018;97;10;10;10;10;9;10;0;71
618576;Puerta del Sol - Palacio Real.;301;18/10/2020;96;10;10;10;10;10;9;0;288
625566;DUPLEX AT MADRID CENTER WITH POOL;25;02/01/2017;93;9;10;10;10;9;9;0;27
628394;Luxurious Duplex (3 heights) in Sol;75;11/05/2020;94;9;9;9;10;10;9;0;71
631737;Chamartin, Large, Warm, Calm & lux;1;14/09/2012;100;10;10;10;10;10;10;0;1
642863;Malasaña, Madrid, private room;46;15/03/2020;98;9;10;10;10;10;10;0;45
643471;CHEAP & NICE B&B IN MADRID CENTRE;53;16/05/2018;91;9;9;9;9;10;9;0;58
644656;Room NEXT TO THE METRO!!;2;07/02/2021;100;10;9;10;10;9;10;0;11
647376;LA LATINA AMAZING NEIGHBORHOOD !!;16;02/03/2020;94;10;9;10;10;10;9;0;17
647891;Madrid Big large room 25m2;57;23/11/2019;99;10;10;10;10;10;10;0;65
655514;Room for one or two people;0;01/12/1999;0;0;0;0;0;0;0;0;0
656520;Studio in Lavapies , Madrid;28;08/03/2020;94;10;10;10;10;10;9;0;27
659887;Habitación amplia y comoda centro Madrid;5;30/12/2018;90;9;10;10;10;10;10;0;8
663761;Habitacion con litera para 2 o 3;4;06/12/2015;90;10;9;10;10;10;10;0;6
668753;Sunny bdm. One of Madrid best areas;82;29/01/2020;97;10;10;10;10;10;10;0;89
676566;Up to 4 people flat central Madrid;90;23/10/2020;96;10;10;10;10;10;10;0;89
678413;LOVELY & BOHEMIAN IN MADRID HEART;23;25/10/2019;80;9;9;9;8;9;8;0;22
680784;Habitacion Madrid Centro MUY BIEN SITUADO!;7;31/07/2019;97;10;10;10;9;10;9;0;7
682889;Charming attic, center of Madrid;0;01/12/1999;0;0;0;0;0;0;0;0;0
683208;Elegant & Confortable apartment in the center;54;01/02/2020;97;9;10;10;10;10;9;1;53
683969;I share my flat.Two bedroom.Women.;1;26/08/2015;0;0;0;0;0;0;0;0;1
684564;ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL;137;26/10/2019;94;10;10;10;10;10;9;1;149
685152;house-hotel;77;26/12/2020;85;9;9;10;9;10;9;0;124
689099;Lujo a tu alcance;15;22/12/2017;93;10;9;10;10;9;9;0;15
691344;hab individual  en madrid;73;16/09/2019;95;10;10;10;10;10;10;0;71
691458;Habitación doble  luminosa;21;21/10/2018;96;10;10;10;10;9;10;0;29
692358;Amazing 11th floor with a/a for 8 people;176;19/02/2021;93;10;10;10;10;9;10;1;171
692855;LOVELY APT AT THE CENTER: LA LATINA;222;04/01/2020;97;10;10;10;10;10;9;0;216
694867;Tranquilo y cómodo apartamento en Madrid 5PAX;162;31/07/2020;94;10;10;10;10;9;9;1;203
695909;Madrid Central Modern Apartment;216;20/02/2020;93;9;9;10;10;10;9;1;322
696928;alquilo habitación;55;01/03/2020;85;9;9;10;9;9;8;1;98
697858;Cosy double room Madrid;47;09/03/2020;97;10;10;10;10;9;9;0;162
704155;Apartment  in the center of Madrid;248;16/12/2020;94;10;10;10;10;10;10;1;241
708275;"""Great Velazquez Apartment & Area""";5;28/07/2013;87;10;9;10;9;8;8;0;5
709208;Apartment in the heart of Madrid;553;17/03/2020;97;10;10;10;10;10;10;1;533
710156;AIRPORT/IFEMA INDIVIDUAL BATHROOM;176;09/08/2019;97;10;10;10;10;10;9;1;17
716292;Just in the centre: Malasaña/Chueca;76;02/03/2020;92;9;9;10;10;10;10;0;87
717313;Unique stylish near Royal Palace;163;07/04/2021;98;10;10;10;10;10;10;0;157
721377;40M2 LOFT GREAT FOR STUDENT 100M WF;30;09/04/2021;97;10;10;10;10;10;10;0;3
723088;LOVELY FLAT IN PLAZA DE CHUECA;159;01/01/2020;95;10;9;10;10;10;9;0;154
724700;2 APT CENTRO MADRID, TIRSO DE MOLINA;32;01/12/2020;89;10;9;9;9;9;9;1;43
724901;Beautiful flat in Madrid Moncloa;0;01/12/1999;0;0;0;0;0;0;0;0;0
727588;CENTRIC NEAR TO M30, 2 BEDROOMS;22;31/03/2020;85;9;8;10;10;8;8;0;32
730347;APARTMENT FOR 6 PEOPLE LOCATED IN PLAZA MAYOR;159;16/02/2020;96;10;10;10;10;10;10;0;163
730502;APARTMENT FOR 6 PEOPLE LOCATED IN THE CITYCENTRE;24;24/11/2019;95;10;10;10;10;10;9;0;31
730746;Beautiful flat in the center!;64;03/01/2020;95;10;9;10;10;10;9;0;65
733365;A place for your accommodation;50;12/03/2020;98;10;10;10;10;10;10;0;6
734053;Independent room for students;4;26/05/2020;100;10;10;10;10;10;10;0;7
738837;Agradable, funcional y luminoso (Tirso, La Latina);135;04/04/2021;90;9;9;9;9;9;9;0;148
743650;Habitación en Lavapies;255;03/02/2020;90;9;8;9;9;10;9;0;257
745459;Bonita  habitación con doble cama;17;24/09/2016;92;9;9;10;10;10;9;0;21
745664;WIFI B&B , BATH, TWO BEDS, CENTER, AWESOME.;395;26/02/2020;95;10;9;10;10;10;10;0;474
747873;Stylish apartment in the city center;263;08/02/2021;98;10;10;10;10;10;10;0;255
748854;Host family in the center of Madrid;149;09/04/2021;93;10;10;10;10;10;9;0;149
749957;Estudio en el Paseo del Pintor Rosa;13;15/07/2019;100;10;10;10;10;10;10;0;13
750257;Holiday Estudio  Madrid Center;23;02/06/2019;85;9;10;10;10;9;9;0;25
751527;Gran apartamento Plaza de España (ref. VT-2053);59;16/03/2020;100;10;10;10;10;10;10;0;61
751530;Downtown Apartment.PLAZA MAYOR.Wifi.Cozy.Cleansed.;437;15/03/2020;97;10;10;10;10;10;10;1;425
752424;2br Apartment La Latina / Rastro;114;06/10/2019;90;9;9;9;10;10;9;0;111
752515;WIFI. Big Bargain. Cosy. Charm. :);209;11/01/2019;94;10;9;10;10;9;9;0;204
752883;ALQUILO HABITACIÓN MUY LUMINOSA. MÍNIMO 6 MESES;0;01/12/1999;0;0;0;0;0;0;0;0;0
754678;APARTMENT IN THE CENTRE OF MADRID.;259;03/01/2021;96;10;9;10;10;10;10;1;258
755535;SINGLE BED & VERY NICE GREEN ROOM.;16;10/10/2019;96;10;10;10;10;9;10;0;17
755587;Centro/Apartm/Plaza Mayor/Wifi/cozy;389;24/03/2021;98;10;10;10;10;10;10;1;383
756707;★THE GEM. Steps away from everywhere★;174;31/03/2021;97;10;10;10;10;10;10;0;17
759575;Madrid center-Fuencarral pedestrian;58;26/09/2019;86;9;9;9;9;10;9;0;6
760482;Dúplex-Penthouse Cuzco-Castellana Smart;92;24/11/2019;95;9;10;10;10;10;10;1;91
761095;Compostela Suites Madrid Airport / 2BD;36;04/03/2018;83;9;9;9;8;8;8;1;4
761098;Compostela Suites Madrid Aeropuerto;27;11/04/2021;87;9;9;9;8;8;9;1;43
761159;DOWNTOWN-APARTMENT-PLAZA MAYOR-COZY-WIFI-PARKING.;418;28/02/2021;98;10;10;10;10;10;10;1;406
761195;Compostela Suites Madrid Airport;202;30/05/2018;85;9;9;9;9;9;9;1;21
762701;Madrid Apartment Esparteros;40;29/06/2020;93;10;9;10;9;10;9;1;4
763214;ROYAL PALACE - THE OLD TOWN  MADRID;91;10/02/2020;95;10;10;10;10;10;10;0;102
766160;Estudio en pleno centro de Madrid;354;20/12/2020;88;9;9;9;9;10;9;0;387
768311;Precioso estudio y terraza en el corazón de Madrid;152;09/03/2020;96;10;10;10;10;10;9;0;151
769210;Amplia habitación 1 persona;22;01/12/2019;91;9;9;9;9;9;9;0;28
770883;BEAUTIFUL HOUSE CENTER MADRID WIFI;7;02/07/2017;88;9;8;10;10;9;9;0;8
772646;Hermoso loft  Puerta del Sol centro - María;164;02/08/2020;93;9;10;9;9;10;9;1;167
773608;Centric bright  large room in Malasaña;41;17/09/2020;98;10;9;10;10;10;10;0;4
773990;Apartamento en Centro Madrid +WIFI;214;06/02/2021;89;10;10;10;10;10;9;1;21
774008;PADDLE POOL ROOM LUXURY;0;01/12/1999;0;0;0;0;0;0;0;0;0
774356;single room in Malasaña, Madrid;0;01/12/1999;0;0;0;0;0;0;0;0;0
779960;Sunny loft close to museums and Atocha;162;01/04/2021;96;10;10;10;10;10;10;0;19
780397;Nice flat in Madrid city centre;22;12/06/2017;84;9;9;9;10;9;9;0;22
781012;Single room in La Latina citycenter;32;10/03/2020;97;10;9;10;10;10;10;0;38
783647;alquilo habitacion con baño;20;13/08/2020;98;10;10;10;10;9;10;0;32
785834;Great location in front of Park;20;01/03/2020;99;10;10;10;10;10;9;0;2
793618;Luxury home in an old Convent.;330;28/08/2020;96;9;9;9;9;10;9;1;334
