name,latitude,longitude
Habitación Exterior / Arganzuela,40.4010,-3.70408
HABITACIÓN NUEVA Y AGRADABLE BONITO PISO BERNABEU,40.45852,-3.69918
Estúdio muy grande,40.43953,-3.69964
Atico en Chamartín,40.4445,-3.67288
Centro - Lavapies Apartamento coqueto reformado,40.4091,-3.69778
Preciosas habitaciones a estrenar con Baño-CHUECA,40.42183,-3.69974
Habitación Luminosa- cerca Hosp. Ramon y Cajal,40.48773,-3.68809
Habitacion Templo Debod- Vistas Parque del Oeste,40.4274,-3.71811
Apartment in Barajas ideal for tourism-business,40.47047,-3.58322
Precioso apartamento en el centro de Madrid,40.45017,-3.70476
Habitación pequeña en casa grande y luminosa.,40.42639,-3.67615
Loft Barrio Salamanca Centro de Madrid,40.43176,-3.6695
100m2 de Lujo en pleno Barrio de Salamanca,40.42949,-3.67461
habitación callao 10,40.42157,-3.7092
Apartamento cerca del retiro,40.40931,-3.65057
Amplio apartamento en zona centro de Madrid,40.42147,-3.70879
Alquiler de habitaciones privadas en  Atocha,40.40587,-3.69653
HABITACION - MADRID HORTALEZA .  (Centro ),40.42543,-3.6978
Cozy and convenient studio near to Airport,40.47259,-3.57781
Nuevo piso 4 Moncloa-Arguelles,40.43254,-3.71557
Lujosa habitación en el centro de Madrid.,40.39868,-3.7177
Habitación Amplia y Luminosa junto Ramón Cajal/Paz,40.48574,-3.68778
Habitacíon centríca,40.44001,-3.71534
Hostal Corazón De Madrid,40.42269,-3.69968
Bright- Fresh & Quiet Room,40.44027,-3.67427
Apartamento luminoso en Gran Vía,40.42049,-3.70352
1MB ReinaSofia2,40.40746,-3.69701
Habitación doble exterior Moncloa- Aravaca,40.4607,-3.78122
Nuevo piso 3 Moncloa arguelles,40.43695,-3.71071
Estudio muy acogedor en pleno Centro! Lavapies!,40.40746,-3.69896
NCOR Tablada - Moderno y bien comunicado,40.46017,-3.70318
Double room in design attic,40.41064,-3.70184
Hab.Priv 1 o 2 huéspedes cerca del centro,40.39528,-3.72925
Room Mate Alicia - Ejecutiva con terraza,40.41391,-3.70112
Habitación Grande y bonita cerca del centro,40.40303,-3.73155
Cómodo estudio en el corazón de Madrid -A/C y WIFI,40.41028,-3.70546
Barquillo Estudio 2 adultos,40.42411,-3.69466
Estupendo piso en Madrid cerca del centro,40.40207,-3.74421
Room near the center of madrid,40.39482,-3.75002
Corazón de Madrid,40.41649,-3.70286
Charming room in the heart of chueca,40.42237,-3.69901
The Tropical House,40.42416,-3.69866
Habitación cerca del aeropuerto zona tranquila,40.47119,-3.59279
Piso completo Familia Grupo Wifi Madrid Carpatena,40.39599,-3.73371
Comodo acogedora estancia.,40.37396,-3.76547
Centrico estudio en el corazón de Chueca.,40.42346,-3.69881
MEJOR ZONA- JORGE JUAN- PUERTA ALCALA,40.42813,-3.68406
Paz & Peace House,40.44941,-3.70687
Nuevo piso 1 Moncloa-Arguelles,40.43363,-3.71558
Studio apartament luminoso Salesas/Justicia,40.4241,-3.69115
Luminosa Habitación-Piso compartido (Pueblo Nuevo),40.43316,-3.6453
Tranquilidad  y buen dormir en el sitio centrico,40.42613,-3.70988
“Has de tu estancia un lugar acogedor”,40.42299,-3.70362
Hermoso apartamento en el corazón del Arte (3izq),40.41353,-3.69662
Cómoda habitación Ambiente Familiar,40.44606,-3.6721
PLAZA MAYOR  GO ROOMING,40.41297,-3.7072
Centro/Sol Apartamento Superior 2 Dormitorios,40.41675,-3.70494
Acogedor ático frente a la Gran vía de Madrid,40.42347,-3.70248
SUPER SUNNY CENTRAL NEWLY REUFURBISHED ROOM,40.40993,-3.70126
Centro/Sol Apartamento Deluxe (5 adultos),40.41674,-3.70453
Centro/Sol Apartamento estudio (2 adultos),40.4168,-3.70445
Centro/Gran Vía Unique apartment,40.42154,-3.70174
Espectacular habitaciones,40.39508,-3.65916
Habitación Indiv. c/ tv-radio/cd Solo Fumadores ??,40.48262,-3.72185
Habitación hermoso en piso bien localizado Madrid,40.40971,-3.71133
Espacio Fresco- Limpio- Entrada Independiente,40.45615,-3.70817
Centro/Sol Apartamento Estudio (2 adultos),40.41599,-3.70817
Centro / Sol Apartamento Estudio (3 adultos),40.41719,-3.70834
Centro/Sol Apartamento Estudio Superior (2 pax),40.41813,-3.70718
Centro/Sol Apartamento 1 dormitorio (4 adultos),40.4162,-3.7082
Habitación económica en pleno Centro -C/Fuencarral,40.42597,-3.70164
Centro/Sol Apartamento 1 dormitorio (4 adultos),40.4167,-3.70638
Centro/Sol - 2 dormitorios superior (5 pax),40.41603,-3.70702
Bright and Modern Apartment with Balconies,40.42565,-3.70698
A Renovated Apartment in the Downtown_1,40.41672,-3.70387
New Apartment Fuencarral&Gran Vía,40.42334,-3.70153
?  PENTHOUSE ? TERRACE ? WIFI  ? HEATING?,40.41701,-3.70711
A Renovated Apartment in the Downtown_4,40.41673,-3.70335
A Renovated Apartment in the Downtown_2,40.4167,-3.70269
A Renovated Apartment in the Downtown_3,40.41662,-3.70406
Quiet- Modern Apartment with two en suites,40.42561,-3.70506
Cozy studio in the heart of Madrid! COVID-FREE,40.42491,-3.6972
Fully-Equipped- Cosy Studio Apartment,40.42482,-3.70486
Cosy exterior Studio Apartment,40.42365,-3.70638
Apartamento luminoso y tranquilo,40.44307,-3.67219
*Amazing and unique apart- Sol- Palacio. NEW!,40.41522,-3.7114
Piso moderno,40.46414,-3.69913
Fully-equipped- Cosy Triple Studio,40.42552,-3.70659
Bright & Cozy- Studio Attic Apartment,40.42375,-3.70515
Piso San Isidro Wifi Madrid Carpetana,40.39763,-3.73267
habitación callao 2,40.41985,-3.70881
habitacion cómoda y confortable,40.37551,-3.73479
Piso Familia grupo San Isidro Madrid,40.39585,-3.73255
Apartamento  sofisticado en el corazón de Madrid,40.4320,-3.67288
Habitación  individual  con baño compartido,40.39558,-3.69993
Estudio madrid centro - inmejorable locación,40.42387,-3.6988
Maestro - 6 Apartamento de Lujo de 2 dormitorios,40.42385,-3.70917
Spacious 2b apartment in top location,40.43063,-3.66721
Cozy Apartment CENTER of Chueca,40.42209,-3.6992
Comfortable room near to downtown,40.39339,-3.66878
Habitación privada con acceso directo a la calle,40.39182,-3.69799
Habitación en MALASAÑA- Madrid central *** B&B ***,40.42463,-3.70315
NCOR Gremios - Moderno- tranquilo y bien equipado,40.42539,-3.62002
Habitación céntrica,40.40181,-3.69779
Folclore 2 Bedroom apartment in Gran Via- Madrid,40.42242,-3.70748
Apartamento cozy letras-  2 dorm-  80 m2  4 eme,40.41458,-3.70144
Luminoso apartamento cercano plaza Castilla,40.46968,-3.69495
Beatifuel Room-  25 min from the city center??,40.44761,-3.64223
Nice and comfy room in Madrid,40.4313,-3.63842
BUENAVISTA 3I HGE APARTMENT,40.41164,-3.69872
Habitación grande con baño propio,40.39686,-3.66366
A Renovated Apartment in the Downtown_8,40.41674,-3.70241
A Renovated Apartment in the Downtown_7,40.41683,-3.70227
A Renovated Apartment in the Downtown_6,40.41637,-3.70374
A Renovated Apartment in the Downtown_5,40.41479,-3.70215
Olala Vallecano Apartment | 1m Metro L1 |Free WIFI,40.39387,-3.65727
Habitación Privada Room Private Centro de Madrid,40.41182,-3.70334
Piso ext 3 dorm-2bañ en Malasaña- junto a Gran Vía,40.42047,-3.70164
Apartamento en centro de Madrid,40.42266,-3.70297
Habitación privada persona sola Centro Madrid,40.41016,-3.70476
Acogedor Luminoso Apto.  1D 1B-Gran Vía Madrid 1,40.41982,-3.7032
Acogedor Luminoso Apto.  1D 1B-Gran Vía Madrid 2,40.4190,-3.70765
Habitación cómoda y calma en pleno centro-malasaña,40.42766,-3.69476
Minimal Cozy & Smart Room In downtown Madrid,40.41002,-3.73245
Cómoda habitación privada,40.42492,-3.70036
Best location Madrid center- 5 min to gran via,40.42208,-3.69696
Interior Quiet Cozy in Chueca,40.42227,-3.69851
Luminoso y acogedo Apto. 1D 1B - Gran Vía Madrid 3,40.42045,-3.70567
Minimalista Apto.  1D 1B - Gran Vía Madrid 4,40.42065,-3.70645
Moderno y acogedor apto-Gran Vía 1D 1B  Madrid 6,40.41843,-3.70629
BONITO ESTUDIO EN EL CENTRO DE LA LATINA.,40.41025,-3.70971
Amplio apartamento en Puente de Vallecas,40.39644,-3.66588
Acogedor Luminoso Apto. 1D 1B - Gran Vía Madrid 5,40.42122,-3.70492
DOBO HOMES CALIZA APARTMENT,40.39724,-3.60359
3 Habitaciones en piso compartido,40.42221,-3.69762
Céntrica al lado de la plaza de toros de ventas,40.43469,-3.6446
Apartamento todo Nuevo  !! A ESTRENAR!!,40.47306,-3.64381
"SUPER CENTRIC APARTMENT IN ""PUERTA DEL SOL"" -6-",40.41511,-3.70122
"SUPER CENTRIC APARTMENT IN ""PUERTA DEL SOL"" -5-",40.41514,-3.69917
Moderno y acogedor estudio cerca de Sol,40.4139,-3.70166
Superior King Suite - PALACIO APARTMENTS MADRID,40.41964,-3.71012
down town SOL- by MONARO*****,40.41688,-3.70316
Habitacion en Madrid barajas aeropuerto.,40.47409,-3.58237
BIG TWO BEDROOM APARTMENT PALACIO APARTMENT MADRID,40.42507,-3.71135
vip  LETRAS- by MONARO*****,40.41175,-3.69409
Habitación por vacaciones .,40.4097,-3.73942
Moderno y céntrico apartamento cerca de Sol,40.41383,-3.70164
Amplio - moderno y céntrico- cerca de Sol,40.4151,-3.70178
Habitación/ Suite 1 - Arganzuela Planetario,40.39628,-3.68978
Habitacion doble con baño zona nueva,40.47383,-3.58946
Room in oldest-artsy neighborhood- La latina,40.40953,-3.71038
Habitación Suite 2  / Arganzuela Planetario,40.39656,-3.69145
Habitación Doble Con Baño Compartido,40.44701,-3.70033
Habitación Suite 3 / Arganzuela Planetario,40.39638,-3.68972
Habitación Doble 2 Camas Individuales,40.44715,-3.69843
Habitación Triple - Baño Compartido,40.44825,-3.70028
Habitación Suite 4 / Arganzuela Planetario,40.39724,-3.69199
Piso Centrico de Madrid- en la Latina,40.40993,-3.70833
Room in the center of Madrid,40.41482,-3.70174
Habitación Privada- terraza con vistas a Madrid,40.46782,-3.69775
M (ABD13) STUDIO 4 PAX LATINA,40.40932,-3.7048
Apt. entero en pleno casco antiguo para abril.,40.41098,-3.70602
Alquiler de habitacion,40.48563,-3.68532
Habitación estupenda en piso reformado luminoso,40.37819,-3.71231
Spacious modern piso in city centre,40.42482,-3.70275
Alojamientoabrantes,40.38143,-3.72912
Piso Estudio Chamberi Madrid Centro,40.4390,-3.70649
ESTUDIO A 100 metros DE LA PLAZA MAYOR-2-,40.41294,-3.70759
Habitación privada en ático con gran terraza,40.39766,-3.69671
M.A Apartamento Star  - calle Carnicer 3,40.45595,-3.69968
M.A Studio Star Exterior- calle San German 49,40.45611,-3.70063
M.A Estudio Star Interior - Calle San German 49,40.45808,-3.7010
Habitacion privada en Madrid,40.38288,-3.6207
Habitación Malasaña Centro,40.42337,-3.70381
LUXURY APARTMENT IN PLAZA MAYOR - WITH SAUNA,40.41439,-3.70725
Best Choice.Plaza Mayor LONG TERM AVAILABLE,40.41411,-3.70836
Alquilo Apartamento Centro,40.40673,-3.71757
Habitación privada en Embajadores,40.39998,-3.70114
Habitación doble privada junto parque del Retiro,40.41874,-3.67282
CoV19 Free Lovely Sunny Apt. Historic District-Sol,40.41681,-3.70201
Savage Loft en el centro con vistas,40.4082,-3.70922
Luminosa y acogedora habitacion en Madrid,40.39197,-3.66725
Piso de 3 dormitorios Chamberi Malasaña WIFI,40.4282,-3.70224
Habitac. y aseo privado junto al metro y al centro,40.43347,-3.64469
HABITACIÓN EN PLENO CENTRO DE MADRID,40.41914,-3.70639
Great Location- Quiet- Spacious and Bright,40.41143,-3.69752
1 Bedroom with private terrace and community pool,40.39937,-3.67122
Habitacion privada muy centrica,40.4373,-3.7111
Lovely loft in the downtown with views,40.40845,-3.70832
Studio with private terrace and community pool,40.4008,-3.67109
Piso 1 dormitorio a 2 paradas de metro Atocha,40.39043,-3.66939
PISO LUJO SALAMANCA,40.43657,-3.67681
Habitación en Madrid. A 20 min centro Sol.,40.38432,-3.72187
Dormitorio Compartido de 8 Camas (4 Literas),40.42604,-3.69982
Habitaciones Privadas en Atocha,40.40719,-3.69511
Habitaciones Privadas Ventas,40.42984,-3.66238
Habitaciones Privadas en Avenida América,40.40508,-3.69848
Habitación Cuádruple Económica (Room 2),40.42701,-3.69977
Luxe Madrid Manuel Becerra- free Parking - Apt. A,40.43196,-3.66569
Habitación comoda con cama matrimonial.,40.40409,-3.74403
Studio penthouse  with terrace and community pool,40.40105,-3.67171
1Bedroom Penthouse with terrace and community pool,40.4012,-3.6712
Bedroom with double bed in the center of Madrid,40.40901,-3.70637
Luxury Penthouse in Almagro District,40.43095,-3.6928
A 20 minutos del centro muy acogedor.,40.37202,-3.61889
Tu casa en El Barrio de las Letras (2 izq),40.41319,-3.69844
PETIT AND NICE STUDIO IN BARRIO SALAMANCA,40.42999,-3.68404
Beauty and Nice Malasaña Dreammadrid,40.4262,-3.70958
Habitación privada en Amor de Dios ? Madrid,40.41363,-3.69889
Quaint and Sunny Studio Apartment,40.41242,-3.70252
Dormitorio Compartido de 6 Camas (3 Literas),40.42607,-3.7002
Dormitorio Compartido de 4 Camas (2 Literas),40.42417,-3.70095
Dormitorio Compartido de 2 Camas (1 Litera),40.42545,-3.69949
Habitación compartida en Amor de Dios ? Madrid,40.41372,-3.69934
Piso luminoso de tres habitaciones,40.39792,-3.76975
Habitación compartida en el centro ? Madrid,40.41391,-3.69885
Casa mayor,40.41412,-3.70621
Centro de Madrid entre jardines,40.41635,-3.72446
Habitacion Premium Plaza de Castilla,40.46521,-3.69
Alojamiento con vistas en Madrid céntrico,40.40863,-3.72725
Alquiler de habitaciones hostal corazon de madrid,40.42088,-3.69753
Habitacion privada en centro de Madrid,40.42128,-3.69986
Habitacion privada en centro de Madrid,40.42246,-3.69816
Habitación privada en centro de Madrid,40.42231,-3.69774
Habitación privada en centro Madrid,40.42256,-3.69775
Habitación privada en centro de Madrid,40.42076,-3.69981
HABITACIÓN NUEVA CON BAÑO PRIVADO PAREJAS SI!,40.45817,-3.70053
El alojamiento para tu bienestar.,40.35324,-3.69148
Habitación Cuádruple Estándar (Room 3),40.42869,-3.69953
Habitación Cuádruple Deluxe con Terraza (Room 5),40.4270,-3.69945
Habitación Doble Estándar (Room 1),40.42716,-3.69752
Habitación Doble Estándar (Room 4),40.42875,-3.69957
BRIGHT NEW APARTMENT WITH PRIVATE TERRACE I CHUECA,40.42163,-3.69938
Habitación Familiar Deluxe con Terraza (Room 6),40.4280,-3.69778
Stylish apartment next to the Retiro park,40.42222,-3.68648
Cozy Room Near Atocha,40.40597,-3.67477
VELAZQUEZ DELUXE,40.4286,-3.6850
Teruel 4- Tetuan.,40.45054,-3.70195
Habitacion Doble 2 camas Individuales- baño Comp.,40.44807,-3.70032
Habitacion Doble con Baño Compartido,40.44893,-3.69798
Habitación grande,40.39504,-3.76715
INESPERADO OASIS URBANO.,40.42797,-3.65636
Plaza General Vara del Rey 4 Pax ( La Latina),40.40858,-3.70701
Habitación callao 3,40.42213,-3.70903
BRAND NEW Studio Apartment In Historic Down Town,40.41096,-3.71225
Centro de Madrid,40.41052,-3.69634
Piso tranquilo cómodo carabanchel,40.38366,-3.72296
Alquiler de habitación,40.39572,-3.63977
Habitacion pequeña y luminosa,40.42962,-3.6451
Habitación privada tranquila a 10min del centro,40.4029,-3.7493
Estudio en Cuatro Caminos,40.44965,-3.7088
Habitación Pueblo Nuevo-  muy bien ubicada.,40.43518,-3.64351
Habitación en Cortes,40.41709,-3.69813
Available room in a duplex,40.40557,-3.73335
Apartamento acogedor en el centro de Madrid,40.40645,-3.69987
Modern studio of 21m2 in Malasaña - A,40.42456,-3.7031
M-A Apartamento Star - Calle Conde de Peñalver 57,40.43232,-3.67432
Appartment in Neighborhood Malasaña,40.42146,-3.70391
Habitación privada san Cristóbal de los ángeles,40.34521,-3.68509
Alquilo habitación amplia y luminosa man familiar,40.42685,-3.65036
Modern apartment in Malasaña - B,40.42525,-3.70459
Modern apartment in Malasaña - C,40.42369,-3.70298
Habitacion en Chamberí,40.43423,-3.71384
habitación en piso compartido- madrid capital,40.39307,-3.66047
Apartamento de lujo Velázquez - Barrio Salamanca,40.43445,-3.68317
Dream in Batán,40.40572,-3.75266
Piso con piscina,40.37844,-3.63269
Piso de 2 dormitorios en Madrid Chamberi,40.43489,-3.70242
Confort- Seguridad y Confianza,40.37134,-3.70326
Immaculate & stylish at central Plaza Chueca,40.4230,-3.69684
Tirso by Madflats Collection,40.41114,-3.70269
DOBO HOMES MESON DE PAREDES,40.40857,-3.70316
Habitación Meléndez Valdes,40.43383,-3.7119
Habitación gay-friendly doble en piso compartido,40.42525,-3.65094
Habitación luminosa en el centro de Madrid!,40.40796,-3.70195
Extraordinario piso Pz Castilla- 365m2 con piscina,40.46666,-3.67871
Chueca & Justicia: Precioso- Romántico- Terracita,40.42211,-3.69953
Refurbished Loft in Renaissance quartet,40.41532,-3.70678
Habitación privada a 10 min de Sol- en Metro.,40.40173,-3.67731
Piso compartido- Madrid cap. Excelente ubicación.,40.39897,-3.66362
Precioso Apartamento La Latina Centro Sol A/A,40.40953,-3.70983
BONITO DUPLEX EN ZONA INMEJORABLE,40.45134,-3.69894
Habitación ??  baño-wifi- cocina- área de trabajo.,40.45925,-3.69781
Piso familia Mendez Alvaro P Vallecas Entrevias,40.38876,-3.67091
Penthouse 4 Minutes From Sol,40.41327,-3.7075
Piso Estudiantes,40.42665,-3.67927
Piso de 2 dormitorios Centro de Madrid Chamberi,40.43465,-3.70331
piso tranquilo en el centro,40.42286,-3.70536
Apartamento Contemporáneo Madrid Betania 4,40.40662,-3.67074
Habitación de lujo Plaza Castilla,40.46683,-3.68868
Hermosa habitación de lujo plaza Castilla,40.46806,-3.68874
Hermosa habitación de lujo,40.46838,-3.68837
Piso Estudio en Madrid Centro Chamberi,40.43816,-3.7018
Room for rent in the center of Madrid,40.41999,-3.70334
Alquilo bonita habitación céntrica,40.42677,-3.66313
Habitacion luminoso amueblado para 1 o 2 personas,40.39257,-3.72689
Apartamento vintage (1 habitacion),40.43746,-3.67864
Acojedor piso a 5 min del centro,40.40941,-3.73406
Madrid Centro. Gran Via. Sol. Center Hearth,40.42305,-3.70591
Habitación doble con vistas al Palacio Real,40.42087,-3.71223
HABITACIÓN AMUEBLADA,40.37678,-3.73762
(New) Cozy and beautiful 2 rooms apt. in la Latina,40.41238,-3.70718
VO2 Estudio Familia Grupo Madrid Carabanchel,40.3888,-3.7291
Cama en habitación compartida Femenina 8 camas,40.41746,-3.70111
Cama en habitación compartida mixta 10 camas,40.41752,-3.7008
Apartamento Boutique en la Puerta del Sol,40.41627,-3.70111
Cómoda habitación Atocha Renfe,40.40302,-3.69013
Cama en habitación compartida mixta 8 camas,40.41716,-3.70288
BG64 Apartamento Estudio Madrid Chamberi,40.43493,-3.71052
habitación individual a 5 min de plaza castilla,40.47147,-3.69169
Apartamento Villalvilla,40.37686,-3.69964
Penthouse Studio incl. fast Wifi- Serrano- Madrid,40.42655,-3.6848
Vintage loft en el centro de Madrid con vistas,40.40906,-3.70923
Habitacion confortable luminosa y muy tranquilo,40.35192,-3.68754
Luxury Av. América,40.43737,-3.67524
BNBHolder Valverde Malasaña,40.42142,-3.70082
Buena ubicación,40.43766,-3.71079
habitación 4 personas con baño (literas ),40.41598,-3.70191
Habitación doble con baño compartido,40.41568,-3.70223
Habitación doble con baño privado,40.41559,-3.70064
Habitación cómoda cerca del centro de Madrid,40.39527,-3.63353
Apartamento en pleno barrio de Malasaña,40.4229,-3.70236
Exclusive apartment with amazing sights of Madrid,40.42603,-3.69067
Estudio maravilloso en pleno centro,40.46156,-3.67991
Habitación privada- baño propio y zonas comunes,40.48564,-3.70962
Apartamento arta4,40.41551,-3.70969
***Lovely Double Room in Heart of Madrid***,40.41622,-3.71182
Habitación Individual,40.37676,-3.77595
Espléndida habitación en buhardilla,40.41295,-3.69864
CIBELES,40.42086,-3.69701
Light filled 1-bed apartment near Museo de Cera,40.42563,-3.69061
Alojamiento con vistas en Madrid,40.41248,-3.70522
Bright & Stylish -2 bedrooms 2 bathrooms-Malasaña,40.42615,-3.70626
Habitación en Puerta del Sol,40.41852,-3.70302
Apartamento con espectacular terraza en el centro,40.46021,-3.68185
Piso de 1 dormitorio WIFI Centro Madrid Chamberi,40.43396,-3.70574
Modern and cozy apartment in the center of Madrid,40.42744,-3.70745
Habitación exterior (nº 3) en Cava Alta- Madrid.,40.41106,-3.70979
Estudio Isla de Chamartín SI217,40.48615,-3.66683
Espacio diferente y versátil en La latina,40.40984,-3.7104
DOBO HOMES BAILEN APARTMENT 2,40.41375,-3.71268
Príncipe David lV luxury apartment Gran Via,40.42264,-3.70929
Apartamento grande con terraza para disfrutar,40.46072,-3.68108
Deluxe A apartment in Madrid Norte,40.48786,-3.66466
Apartamento independiente- nuevo- silencioso-Izq,40.39884,-3.69965
Piso 3 habitaciones- limpio y recien reformado.,40.38902,-3.66535
Habitación en amplio piso exterior y céntrico,40.41026,-3.73984
Acogedor Estudio,40.42,-3.70378
habitacion exterior cama de 150X200 y baño privado,40.42516,-3.69835
Ático Duplex en Calle Marqués de Urquijo,40.42913,-3.71792
Habitación para dos huéspedes con todo incluido,40.43663,-3.64235
Se alquila habitación matrimonial,40.43446,-3.64389
Habitación-Villaverde Bajo-15min SOL-Madrid Centro,40.35157,-3.69447
Nuevo Estudio junto a la Plaza Mayor,40.41536,-3.7072
Habitación privada 1 o 2 per. (Barrio del Pilar),40.4749,-3.71514
Habitación privada cerca del Retiro,40.40613,-3.67755
Habitación matrimonial cerca del Retiro,40.40477,-3.67772
Apartamento en Plaza Mayor,40.41327,-3.70573
Dormitorio VIP,40.36648,-3.68658
Piso Estudio en Chamberi Centro de Madrid,40.44052,-3.70691
Habitacion 3 Chueca,40.42143,-3.69887
42 Habitación doble a estrenar al lado de Gran Vía,40.42179,-3.70747
43 Habitación doble en barrio malasaña a estrenar,40.42153,-3.70725
44 Habitación doble con baño privado centro Madrid,40.42305,-3.70571
45 Habitación nueva -doble con aire acondicionado,40.42325,-3.7075
46 Habitación matrimonio malasaña con baño privado,40.42303,-3.70569
47 Habitación doble con encanto en centro madrid,40.42154,-3.70595
La Latina/Rastro. Madrid Centro,40.40765,-3.70698
Charming Gran Vía Center - 2 Dormitorios- Callao,40.42094,-3.70638
Habitaciones de cine,40.37925,-3.67448
Charming Madrid Río - Recién Renovado,40.3941,-3.69585
Single rooms in Argüelles district — B,40.43154,-3.70989
Apartamento céntrico,40.40961,-3.70568
SG13 Piso de 1 domitorios familia grupo Chamberi,40.43416,-3.70041
Duplex penthouse in city centre- 2 large terraces!,40.41878,-3.70689
Apartamento en el corazón de Madrid (Gran Vía),40.4202,-3.70366
New and comfortable apartment in the old town,40.41299,-3.70714
Extraordinaria estancia para parejas,40.46646,-3.67751
Habitación en suite para una persona,40.46845,-3.67729
Amplia habitación doble junto al Museo Reina Sofía,40.40439,-3.69434
Precioso Apartamento junto a la Plaza Mayor,40.41582,-3.70899
Apartamento de Lujo en Plena zona Financiera,40.44688,-3.69563
Habitación luminosa doble junto Museo Reina Sofía,40.40585,-3.6936
Habitación acogedora junto al Museo de Reina Sofía,40.40641,-3.69449
Habitación linda y comoda,40.40396,-3.6751
Open loft with terrace in Tribunal (city center),40.42828,-3.69885
Habitación en pleno centro,40.4327,-3.7021
Habitación Doble en Madrid Centro - Wifi,40.40547,-3.71176
Habitación en sol y gran vía,40.4201,-3.70073
Olala Maderas Apartment 2 | Balcony,40.39218,-3.66811
Olala Maderas Apartment 1 | Balcony,40.39357,-3.66882
Olala Maderas Apartment Bajos w/ WiFI & Kitchen,40.39167,-3.67005
NEPTUNO - COLLECTION II,40.41297,-3.69716
Bright and quiet apartment | Lavapiés,40.40588,-3.70147
NEPTUNO LOFT TERRACE  - COLLECTION III,40.41449,-3.6968
Habitación privada Fresca y cómoda,40.43432,-3.64901
Madrid centro Room Valverde,40.42218,-3.70124
Charming Chueca Apartments I -  Terrace,40.42423,-3.70088
BNBHolder Fantasy MALASAÑA I,40.4213,-3.70397
Piso 3 dormitorios con terraza a jardín. ascensor,40.39753,-3.64773
Individual room with large bed,40.42104,-3.70218
Habitación privada con terraza Madrid Rio,40.39767,-3.71798
Cómoda Habitación limpia y en perfecta condición,40.42826,-3.63964
Habítacion para estudiantes o trabajadores,40.38659,-3.64842
Acojedora y Centrica Habitación en Plaza del Sol,40.41765,-3.70319
Charming Chueca Apartments II -  Terrace,40.42423,-3.70088
Double Standard Room T Batiks,40.4137,-3.69939
Charming Chueca Apartments III - Terrace,40.42423,-3.70088
Alquiler cerca Plaza Castilla,40.47181,-3.70212
Moderno y muy luminoso en el centro de Madrid,40.4090,-3.70264
3 Bedrooms apartment in the center of Madrid,40.41601,-3.7015
Habitacion en alquiler,40.3576,-3.69789
Habitación individual con cama grande en esquina.,40.42003,-3.70121
Quiet flat 2 bedroom and 1 bathroom 60 sq.m,40.41511,-3.70225
Habitación individual con 2 balcones,40.42104,-3.70218
Wide & Design Flat in Exclusive Street of Madrid,40.42265,-3.68041
Habitación individual grande,40.42104,-3.70218
Alquiler Mensual Habitación privada Madrid Chueca,40.42118,-3.69773
Aluche Aparment C,40.38347,-3.76518
Luminous Double Room with Private Bathroom & AC,40.38939,-3.7013
Ambiente familiar muy cómodo aseado y respetuosa,40.37997,-3.78201
Aluche Aparment A,40.38124,-3.76463
Estupendo piso en Gran Via de Madrid,40.42112,-3.70072
Habitación completa en el centro de Madrid!,40.43248,-3.71364
Habitación privada espaciosa al lado de Atocha,40.40307,-3.68131
Good Karma Penthouse in Chamberi,40.44496,-3.6973
Flying over the rooftops of the old town,40.40965,-3.70039
Amplio apto. con buena comunicación al centro,40.4806,-3.71721
Te encantará - lo mejor de lo mejor - lo mejor .,40.41312,-3.69014
Malasaña quiet apartment,40.4251,-3.70631
Estudio WIFI Madrid Centro Chamberi,40.43709,-3.71245
Piso de dos habs atocha renfe,40.39027,-3.66946
Habitación privada espaciosa y silenciosa (Atocha),40.40433,-3.6796
Habitación privada- hasta 3 camas- cerca de Atocha,40.40279,-3.68066
Cama en habitación compartida,40.44918,-3.70103
Piso de 1 dormitorio MADRID centro chamberi,40.43338,-3.70053
APARTAMENTO DE 1 DORMITORIO MADRID CENTRO QUEVEDO,40.43359,-3.70426
Piso de 3 dormitorios+ salón Madrid Centro,40.43378,-3.70184
Apartamento Menta García Paredes,40.43823,-3.70152
APARTAMENTO 3 HABITACIONES FELISA,40.39485,-3.67225
Apartament big Room madrid Center,40.41307,-3.70159
Marvellous flat in Chamberí- 2mn from metro,40.43808,-3.69881
Luxe Madrid Manuel Becerra- free Parking - Apt. B,40.43184,-3.66583
Apartamento loft en centro de Madrid,40.42052,-3.71684
Morado Apartahotel,40.43925,-3.7095
Habitación plácida y confortable,40.48991,-3.66482
Apartamento recién reformado a 3 min del airport,40.47036,-3.57892
Cozy room next to Retiro Park,40.42137,-3.67965
CHIC TIRSO DE MOLINA - SOL II,40.41099,-3.70351
PLAZA OLAVIDE II (Chamberi),40.43401,-3.70004
Double Standard Room Q Birds,40.41327,-3.69747
Double Standard Room D Mirrors,40.41448,-3.69733
Double Twin Economy Paintings,40.41295,-3.69869
Double Small Room Tapestries,40.41302,-3.69797
Double Twin Standard Mosaics,40.41299,-3.69924
Small and comfortable place at Madrid city center,40.42677,-3.67987
6.- Estudio Alberto Aguilera,40.42955,-3.71279
Apartamento de lujo en el barrio de Salamanca,40.42866,-3.67681
Apartamento en Malasaña _Septiembre completo,40.42681,-3.70187
Vivienda cerca de la plaza de toros de las ventas,40.42808,-3.64667
Apartamento con terraza en calle Fuencarral,40.42431,-3.70008
Malasaña & San Bernardo: Luminoso- Genial & Pulcro,40.42941,-3.70723
