id;name;host_id;host_since;host_response_time;host_acceptance_rate;host_is_superhost;host_listings_count;host_identity_verified
838712;Cozy room - Atocha (1);4281126;29/11/2012;within a few hours;33;1;4;0
840561;Cute and cozy apartment;4279976;29/11/2012;within a day;0;0;1;1
842078;GRAN VIA chic & chill  WIFI-A/C;4396676;13/12/2012;within an hour;97;1;2;1
844856;BEST LOCATION IN CENTRAL MADRID SOL-MAYOR;4410687;15/12/2012;within an hour;100;0;1;1
846558;Clean room in the heart of Madrid;2489796;29/05/2012;within an hour;80;0;1;1
847273;Apartamento en Madrid ideal grupos;4424222;01/12/1999;Sin definir;0;0;-99;0
847724;YOUR CUTE PRIVATE ROOM & BATHROOM;1331093;24/10/2011;within a day;86;1;2;1
849939;Madrid´s La Latina Violet Room;4433597;18/12/2012;Sin definir;0;0;1;0
851311;Apartamento en Malasaña;4424070;17/12/2012;Sin definir;0;0;1;1
853804;Lovely Apartment near Gran vía;4247556;26/11/2012;within a day;0;0;1;1
855155;flat in Madrid close to the center;4473761;23/12/2012;Sin definir;0;0;2;0
856669;PLAZA SANTA ANA;584351;13/05/2011;Sin definir;0;1;6;1
858563;Habitación zona céntrica vistas par;4493328;26/12/2012;a few days or more;0;0;2;1
859800;Madrid Plenilunio;4502639;27/12/2012;Sin definir;0;0;1;0
862462;BOHEMIAN APT MADRID OLD TOWN CENTRE;2456671;24/05/2012;within an hour;100;0;4;1
862752;Room in central apartment, good breakfast included;4522970;29/12/2012;Sin definir;0;0;1;1
864488;\\\\\\\\\\\\\LAST MINUTE APRIL!!!!!!!/////////;3631892;21/09/2012;within an hour;100;0;1;1
867629;Habitación privada en plaza españa;2419618;20/05/2012;within an hour;0;1;8;1
868776;APARTAMENTO DE DISEÑO NUEVO EN EL RASTRO;4312150;03/12/2012;within a day;100;0;2;1
869674;Nice flat in Madrid City Center;4582755;04/01/2013;Sin definir;0;0;3;1
871387;Designer Loft unbeatable location;4504807;27/12/2012;within an hour;100;0;1;0
874029;B&B in a bright room, Madrid!+wiffi;4603165;06/01/2013;within a day;0;1;1;1
883527;Cozy apartment in Madrids best area;4677458;12/01/2013;Sin definir;0;0;0;1
884856;Spacious flat w amazing sightseeing;4684397;13/01/2013;Sin definir;0;0;1;0
886019;3 BR sunny apartment Madrid Center;4697070;14/01/2013;Sin definir;0;0;1;1
888289;Flat Right in the Center, with Screen Projector & Netflix;4710774;15/01/2013;within an hour;100;1;10;1
891946;Lovely attic in Malasaña  WIFI;4739098;17/01/2013;Sin definir;0;0;1;1
892100;Madrid Rio;4740276;17/01/2013;within an hour;25;1;1;1
892453;NICEStay_High Value(WhiteRoom)_WIFI;2783896;29/06/2012;within an hour;47;1;3;0
893056;Cozy and Quiet Apartment in Madrid;4735460;17/01/2013;within a few hours;78;0;18;1
893142;Quiet and comfortable in the Center of Madrid;4735460;17/01/2013;within a few hours;78;0;18;1
893195;Cozy and Design Apartment;4735460;17/01/2013;within a few hours;78;0;18;1
896209;Studio apartment Chamartin station;4777959;20/01/2013;within an hour;100;0;4;1
896588;ALQUILO HABITACION;4781287;20/01/2013;within an hour;100;0;2;1
901897;YOUR CUTE APTO IN MADRID CENTER;1331093;24/10/2011;within a day;86;1;2;1
902946;LUMINOSO, ACOGEDOR EN PLENO CENTRO;4826927;24/01/2013;within a day;0;0;1;0
903707;Center of Madrid;4831338;24/01/2013;Sin definir;0;1;2;1
904741;Apartamento 2 céntrico Sol Madrid.;4839888;25/01/2013;within an hour;98;1;11;1
904769;Apartamento 1 céntrico Sol Madrid.;4839888;25/01/2013;within an hour;98;1;11;1
904775;Apartamento 3 céntrico Sol Madrid.;4839888;25/01/2013;within an hour;98;1;11;1
912617;Habitacion Reservada Madrid;4897332;29/01/2013;within an hour;100;0;1;1
913536;Bedroom with bathroom in Malasaña;4903694;30/01/2013;Sin definir;0;0;3;0
914057;Hoy Puede Ser Un Gran Día!!;4905854;30/01/2013;within a few hours;100;0;1;1
919430;ROOM IN MALASAÑA, IN CENTER OF MADRID;850654;21/07/2011;within an hour;0;0;4;1
922397;Estudio de diseño en el centro;4651429;10/01/2013;within a few hours;33;0;2;0
923140;PENTHOUSE with Lovely Terrace;1574604;06/01/2012;within a few hours;42;1;1;1
923645;MADRID CENTER RETIRO PARKING +WIFI;4967875;04/02/2013;within a few hours;50;0;10;1
925250;CoV19 Free Chic & Sunny Apt. Historic District-Sol;4975799;05/02/2013;within an hour;100;0;12;1
925339;CENTER just WALK & ENJOY LastMinute;4977367;05/02/2013;within a few hours;63;0;3;1
926653;MORATÍN - Cozy upscale apt museum mile AC;2864064;08/07/2012;within an hour;99;1;14;1
930032;Zonamuseos. Loft  luminoso y alegre;5009131;08/02/2013;a few days or more;0;0;1;0
933326;Agreeable flat with a centric location in Atocha;153695733;08/10/2017;Sin definir;0;0;1;1
936157;Amazing apartment at Plaza Oriente;5052379;11/02/2013;Sin definir;0;0;1;0
938410;Elegant apartment  in the best area;9228673;04/10/2013;within an hour;100;0;60;1
938506;Deluxe 2 bedroom ap,up to 8 people;785052;06/07/2011;a few days or more;0;0;6;1
940649;Spacious Apartment-Atocha-Prado;5084073;14/02/2013;Sin definir;0;0;3;1
944555;NEW STUDIO MADRID CITY CENTER SOL;5114074;17/02/2013;Sin definir;0;1;2;1
945003;HABITACIONES  CÉNTRICAS EN MALASAÑA;850654;21/07/2011;within an hour;0;0;4;1
947169;Lovely apartment in Madrid, Puerta Cerrada Square;5132742;18/02/2013;Sin definir;100;1;1;1
948963;Sun+Balcon+Light+Relax+Green24hWIFI;2783896;29/06/2012;within an hour;47;1;3;0
958020;SPRING SALES  AT Madrid Malasaña;5211661;24/02/2013;Sin definir;100;1;1;1
970485;Puerta Alcala-5.2sqf 4-6 Dec availa;5302455;03/03/2013;Sin definir;0;0;1;1
970890;Madrid by day & by night;6363695;01/12/1999;Sin definir;0;0;-99;0
977261;habitación en el Centro de Madrid!;5347216;06/03/2013;a few days or more;9;0;2;0
979312;Habitacion Madrid Centro (Chamberi);5360317;07/03/2013;Sin definir;0;0;1;0
981016;Bright Spacious Family Apartment;534128;25/04/2011;within an hour;95;0;0;1
981368;Modern Quiet Studio Loft;534128;25/04/2011;within an hour;95;0;0;1
981369;Big and Nice apartment with 2 Bedroom& 2 Bathrooms;534128;25/04/2011;within an hour;95;0;0;1
983019;Room in pretty home Santa Rosa Street Madrid;5386601;09/03/2013;within a few hours;80;1;1;0
983410;Santiago Bernabeu, best Madrid views, WI-Fi, ADSL;5389129;09/03/2013;within an hour;72;0;1;1
985160;LowCost&Confortable flat in SOL;4839698;25/01/2013;Sin definir;0;0;2;1
989063;Preciosa casa equipada;3585435;16/09/2012;Sin definir;0;0;1;0
1003602;Fabulous apartment Madrid center;1130651;08/09/2011;within a few hours;100;0;8;1
1007532;APARTMENT 4PAX 2HB CENTRO GRAN VIA PUERTA DEL SOL;5542111;20/03/2013;within an hour;100;0;64;1
1018471;Room BB, wifi  15´cent +sanchinarro;5606144;24/03/2013;Sin definir;0;0;1;1
1020785;Habitación amplia en centro Madrid;5618733;25/03/2013;Sin definir;0;1;1;1
1026242;Great Room in Argüelles—Moncloa;5649948;27/03/2013;Sin definir;0;0;2;1
1037715;Apartamento de lujo en pleno centro;5712665;01/04/2013;Sin definir;0;0;1;1
1038867;ATTIC IN THE CALLE MAYOR;5719307;01/04/2013;within an hour;0;0;5;0
1039376;Cozy apartment near Madrid airport;5722524;01/04/2013;within a few hours;0;0;1;1
1039454;CENTER OF MADRID WIFI+PARKING 5;4967875;04/02/2013;within a few hours;50;0;10;1
1044902;Masía el Ferrajón;5751753;03/04/2013;Sin definir;0;0;1;0
1050948;400+ great reviews CAN´T be wrong. Superb location;5785483;05/04/2013;within a few hours;0;0;4;1
1052457;BEDROOM LOOKING ONTO A NICE PATIO;5795235;06/04/2013;within a day;83;0;5;1
1053180;Cozy flat in the heart of Madrid;5798033;06/04/2013;within a few hours;67;1;1;0
1053662;Private room in Madrid;5801580;06/04/2013;within a day;0;0;1;0
1055724;Habitación en piso  con encanto barrio  Chambéry;5814460;07/04/2013;Sin definir;0;0;1;1
1056151;AN ART DESIGNED IN MADRID HEART;571765;09/05/2011;a few days or more;0;0;1;0
1057560;BRIGHT APARTMENT IN THE CENTER -SOL;5824815;08/04/2013;within an hour;100;0;1;0
1059084;Unbeatable location, high ceilings,;5831420;08/04/2013;Sin definir;0;0;1;0
1065075;DOUBLE ROOM IN NICE AND SUNNY APART;5735364;02/04/2013;within a day;0;0;1;1
1065714;APARTMENT 4PAX 2ROOM GRAN VIA CENTRO PUERTA SOL;5542111;20/03/2013;within an hour;100;0;64;1
1065918;APARTMENT4PAX CENTRO GRAN VIA PUERTA SOL  MALASAÑA;5542111;20/03/2013;within an hour;100;0;64;1
1067941;Flat Nuevo.Metro 90 seconds.  Bedroom.Private bath;5876034;11/04/2013;Sin definir;0;0;2;1
1069174;Top Location :Thyssen & Prado !;5896428;12/04/2013;Sin definir;0;1;1;1
1075749;Place&Price:Amazing Location,70m2,2rooms,Wifi,XBOX;5918751;14/04/2013;Sin definir;0;0;3;1
1075890;Gran apartamento completo en centro, Madrid;5918969;14/04/2013;a few days or more;100;0;1;0
1079119;MADRID SUNNY APARTMENT CITYCENTER;19639638;07/08/2014;Sin definir;0;0;1;0
1079722;Golden Mile. Best Location. Single bed 5★ reviews;5785483;05/04/2013;within a few hours;0;0;4;1
1082218;Peaceful apartment in Malasaña;5950981;16/04/2013;within an hour;79;1;4;1
1082942;Architect's Gem w/ Green Patio & Free TrainTicket*;2228918;26/04/2012;within an hour;100;1;1;1
1085217;Relaxing double room in Chueca;3612732;19/09/2012;within a day;0;0;0;1
1085898;2flats ideally located! Flat X:4pax;2044655;31/03/2012;within a few hours;25;1;7;1
1086124;2flats ideally located! Flat Y:4pax;2044655;31/03/2012;within a few hours;25;1;7;1
1087049;2flats idealy located! FlatsX + Y:8pax;2044655;31/03/2012;within a few hours;25;1;7;1
1090988;400+ great reviews cannot be wrong. Best location;5785483;05/04/2013;within a few hours;0;0;4;1
1091639;double bedroom with private bathroom;5997842;19/04/2013;within an hour;100;1;2;1
1092967;Acogedor estudio abuhardillado en La Latina;993166;19/08/2011;within a day;52;0;3;1
1101760;GREAT ATTIC-BARRIO DE LAS LETRA;2847013;06/07/2012;within a day;0;0;5;1
1105481;room at home in the centre of mad;5967533;17/04/2013;Sin definir;0;0;0;0
1106495;Luminosa Buhardilla Gran Via -Wifi-;6075016;01/12/1999;Sin definir;0;0;-99;0
1112289;SUNNY ROOM wiht WIFI;6104199;26/04/2013;within an hour;67;1;3;0
1113817;Buhardilla-Studio in Chueca, Madrid;6112385;27/04/2013;Sin definir;0;0;1;0
1114960;THE COOL MADRID | CITY CENTRE - WIFI / AirCo;6119221;27/04/2013;within a day;100;0;5;1
1120286;CENTRALLY LOCATED ROOM 10 MIN SOL 6;6146479;29/04/2013;within a few hours;89;0;6;0
1126038;central & bright 14mt2 room;6191568;01/12/1999;Sin definir;0;0;-99;0
1128626;Bonito estudio en lavapies-wifi.a/c;6191686;02/05/2013;Sin definir;0;0;1;0
1130775;Very well located small studio in Madrid;1450378;28/11/2011;within a few hours;78;1;5;1
1130788;Newly Renovated Apartment in Madrid;1450378;28/11/2011;within a few hours;78;1;5;1
1133140;2 bedroom attic in Madrid center;641820;30/05/2011;Sin definir;0;0;1;1
1146228;Apartamento en corrala;6284655;08/05/2013;Sin definir;0;0;1;1
1152744;Double room with private bathroom;897250;31/07/2011;a few days or more;0;0;0;0
1153128;Chamberi : Genuine Madrid | Hab 1;6319722;10/05/2013;within a day;100;0;2;1
1159972;Paseo del Prado Apartments by Allô Housing;4599639;05/01/2013;within an hour;100;0;35;1
1160005;Hipster Studios in Anton Martin by Allô Housing;4599639;05/01/2013;within an hour;100;0;35;1
1161437;Room Mate Madrid - Luxury living in Madrid center, 2GB | SUPERIOR ROOM;547389;30/04/2011;within a day;29;0;12;1
1162707;NICE & BIG DOUBLE ROOM AT DOWNTOWN;1706029;06/02/2012;a few days or more;0;0;2;0
1168731;Nice Penthouse 10´ Madrid Center;1703448;05/02/2012;within a few hours;67;1;2;1
1174292;Room for rent for days, weeks;6427023;16/05/2013;Sin definir;0;0;1;0
1176241;LUXURY FLAT  IN FRONT OF THE PRADO;6436336;17/05/2013;Sin definir;0;0;1;1
1177790;Sol/Gran Vía. Lo más céntrico de Madrid.;6443996;17/05/2013;Sin definir;0;0;1;1
1182242;FAMILY FRIENDLY: crib, highchair / Early Check In;6466920;19/05/2013;Sin definir;0;1;1;0
1184735;LUXURY APARTMENT/Privileged location;3983613;26/10/2012;within an hour;89;1;6;1
1186878;Chambre d'hòtes au Centre de MADRID;6490189;20/05/2013;within a day;100;0;1;0
1198047;LIGHT, AIRY IN THE CENTER + WIFI AND A/C;5795235;06/04/2013;within a day;83;0;5;1
1206122;MADRID CENTER WIFI-PARKING+TERRACE;4967875;04/02/2013;within a few hours;50;0;10;1
1209383;Penthouse with terrace in Atocha;4790263;21/01/2013;Sin definir;0;0;1;1
1209661;Central Family Apartment with Carpark on Premises;3331390;21/08/2012;within an hour;100;1;1;1
1214008;Double RoomWIFI near Atocha Station;4440463;18/12/2012;Sin definir;0;0;1;1
1220946;Best Deal BRIGHT PICASSO SUITE SOL;6566447;25/05/2013;within a day;0;0;4;1
1227155;Plaza Mayor big room with balcony;6693661;02/06/2013;Sin definir;100;1;2;1
1230412;Beautiful and well illuminated atti;6711092;03/06/2013;Sin definir;0;0;1;1
1230570;Cool apartment in trendy Chueca;6598518;27/05/2013;within an hour;0;1;3;1
1234836;APARTMENT 5PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;20/03/2013;within an hour;100;0;64;1
1242828;Stylish Apartments in Chueca by Allô Housing;4599639;05/01/2013;within an hour;100;0;35;1
1248292;Best Deal GOYA SUITE Historic SOL;6566447;25/05/2013;within a day;0;0;4;1
1251023;esta habitacion ya no esta disponible;6816554;09/06/2013;Sin definir;0;0;2;0
1251520;Room in excellent location - centre;6818751;09/06/2013;Sin definir;0;0;3;1
1254418;Apartamento de diseño céntrico;6832983;10/06/2013;Sin definir;0;0;1;0
1254955;Madrid Central flat - Reina Sofía;6730063;04/06/2013;within a day;0;0;1;1
1255811;MADRID ATOCHA rail STATION Wifi A/C PARKING;6774354;06/06/2013;within an hour;100;0;14;1
1256157;Beautiful vintage flat in La Latina;2067969;04/04/2012;Sin definir;0;0;1;1
1256570;Habitación con terraza en centro;6844474;10/06/2013;within a few hours;100;1;2;1
1262589;LARGE FLAT IN MADRID CITY CENTER FOR FAMILIES;3524291;10/09/2012;within an hour;89;0;9;1
1263062;Central Double Room near Subway;4304796;02/12/2012;a few days or more;0;0;3;1
1263329;New Garden Themed Room near Metro;4304796;02/12/2012;a few days or more;0;0;3;1
1266548;ApartJ GranVia-PalacioReal, 2/4pax,fully equipped!;4839888;25/01/2013;within an hour;98;1;11;1
1267730;Best Deal Chic VELAZQUEZ SUITE SOL;6566447;25/05/2013;within a day;0;0;4;1
1272747;Apart A Gran Via-Royal Palace, fully equipped!;4839888;25/01/2013;within an hour;98;1;11;1
1273055;Designer Duplex in Malasaña;6928584;15/06/2013;Sin definir;0;0;1;0
1274889;Quiet flat in historical Chamberí (Ponzano area);2833018;04/07/2012;Sin definir;0;0;2;1
1275293;Alquiler Piso Madrid;4003806;29/10/2012;within a day;50;0;1;1
1281843;Lovely flat in the centre of Madrid;6871745;12/06/2013;Sin definir;0;0;2;1
1289823;Disinfected - Octavio's modern loft! 2 bathrooms;142989;12/06/2010;within an hour;100;0;1;1
1296584;Flat with two  bedrooms in the center of Madrid;7049661;22/06/2013;Sin definir;0;0;1;0
1297217;Plaza de Santa Ana bright 4 pax, 1 BR, 40 m2;4190343;19/11/2012;within an hour;99;0;25;1
1298830;Well located Apartm. Madrid- wifi;7062138;23/06/2013;within an hour;100;0;1;1
1302691;APARTMENT 5PAX 2HB GRAN VIA CENTRO PUERTA DEL SOL;5542111;20/03/2013;within an hour;100;0;64;1
1302882;Cozy room in Malasaña center;2991925;19/07/2012;within a day;69;1;3;1
1309325;Fantastic room + private bathroom, WiFi + Smart TV;7117225;25/06/2013;within an hour;100;1;1;1
1311739;Cozy 1BD Apartment ideal for couples, in Chamartin;3747785;03/10/2012;Sin definir;0;0;0;1
1316794;in Downtown ,cava baja, Madrid,Wifi;7153063;27/06/2013;Sin definir;0;0;1;1
1326972;Studio Chueca Madrid Center;7201628;30/06/2013;Sin definir;0;0;1;1
1330726;"Aparment in the famous ""rastro""";7218465;01/07/2013;within an hour;100;1;3;1
1335588;PRIME LOCATION & COZY+Lift,CHUECA, MALASAÑA,wifi;7033920;21/06/2013;within a few hours;50;1;1;1
1336818;Jardín Manaure Apartamento céntrico;7249376;02/07/2013;within a few hours;100;0;2;1
1343630;Quiet room in historical Chamberí (Ponzano area);2833018;04/07/2012;Sin definir;0;0;2;1
1346145;Quiet room in the heart of the city;7302534;05/07/2013;Sin definir;0;1;2;1
1346747;Loft Duplex Historical center;7306349;05/07/2013;within a few hours;100;1;2;1
1357593;SEXY AND CENTRAL, BALCONY Chueca;852616;22/07/2011;within an hour;100;0;3;1
1361648;Modern two bedroom in center Madrid;7392246;10/07/2013;a few days or more;0;0;1;0
1362092;Cozy Attic in Prime Location;7394119;10/07/2013;within an hour;50;0;1;1
1362476;MADRID CENTER- AIR CONDITIONING. NEXT TO GRAN VIA;7375454;09/07/2013;within a few hours;100;1;5;1
1362727;Bohemian flat  / La latina WiFi;7395294;10/07/2013;Sin definir;0;1;2;1
1375914;Piso 2 habitaciones Pza. España.;4147804;14/11/2012;a few days or more;0;0;0;1
1380233;Central Studio, 3 min to Gran Vía;7420783;11/07/2013;Sin definir;0;0;1;0
1383366;Private room in prime remodeled apt;7489861;15/07/2013;Sin definir;100;1;2;1
1395084;Room for two w/ bathroom/ Bernabéu;7539510;17/07/2013;within a few hours;0;1;1;0
1398273;Habitación privada en el centro y el mejor barrio;7552386;17/07/2013;Sin definir;0;0;1;0
1408400;A bonbon in the heart of Madrid;7595958;19/07/2013;within an hour;100;0;3;0
1426027;"Hasta 6 personas Apart. ""La Latina"" REF. VT-2488";5633658;26/03/2013;within an hour;100;0;1;1
1426530;Casa/Apartamento en Madrid;7527702;16/07/2013;within a few hours;50;0;1;1
1427336;CENTER, just walking with balcony¡¡¡;4977367;05/02/2013;within a few hours;63;0;3;1
1430003;Spacious and close to Gran Vía-wifi;2564339;06/06/2012;within a day;69;1;20;1
1431541;Centrally located, 120m2;7448200;12/07/2013;within a day;50;0;1;1
1434789;Duplex-terrace Plaza de España WIFI;2564339;06/06/2012;within a day;69;1;20;1
1443639;Sunny home in Lavapiés terrace yoga mindfulness;7751680;27/07/2013;Sin definir;0;0;1;1
1458472;LA LATINA A VIBRANT NEIGHBOURHOOD, AC, WIFI;5500409;17/03/2013;within an hour;100;1;31;1
1463257;Calle Luna, apartamento con encanto;6019735;21/04/2013;Sin definir;0;0;1;1
1463482;Well connected Guesthouse in Madrid's green belt;7828783;30/07/2013;within an hour;93;1;1;1
1470828;Lonely traveler.Optic fiber WiFi100;6944433;16/06/2013;within a few hours;0;0;2;0
1473278;Penthouse Salamanca District 3BR - 2BTH - WIFI;7652350;22/07/2013;within a few hours;67;1;2;1
1482007;In the Exclusive area of Madrid;6895308;13/06/2013;Sin definir;0;0;1;1
1485339;Apartamento Cerca del estadio WANDA METROPOLITANO;7943769;05/08/2013;Sin definir;0;0;1;1
1491263;7mtr2 central studyroom with wide window;6191568;01/12/1999;Sin definir;0;0;-99;0
1496117;Cozy Brigt Atico terrace-Wifi-;6075016;01/12/1999;Sin definir;0;0;-99;0
1496523;Stylish Apartments in Chueca by Allô Housing;4599639;05/01/2013;within an hour;100;0;35;1
1500875;NEW Remodel Madrid Sol downtown duplex!! ( M );4839888;25/01/2013;within an hour;98;1;11;1
1509796;Fully renovated calm ground floor appartment;8064083;10/08/2013;a few days or more;54;0;2;1
1518919;Fabulous loft in the heart of Madrid (PUERTA DE;8107464;12/08/2013;within an hour;100;0;1;0
1522608;Acogedor Apartamento.CENTRO.CHUECA/JUSTICIA/Colon;8125749;01/12/1999;Sin definir;0;0;-99;0
1523675;FULL STUDIO IN  MALASAÑA;8130428;13/08/2013;within an hour;100;1;6;1
1529540;Habitación doble sin ruidos;8158807;14/08/2013;within a day;100;0;1;0
1532354;Aparment in latina in the center;7218465;01/07/2013;within an hour;100;1;3;1
1546734;HABITACIÓN VIAJEROS ATOCHA RENFE;8242728;18/08/2013;Sin definir;0;0;2;0
1547100;Comfy room for 2 non smokers in cosy flat;8231348;18/08/2013;Sin definir;0;0;1;1
